geneID	Acir.mT19_11-3-1-1	Acir.mT19_11-3-1-2	Acir.mT19_11-3-2-1	Acir.mT19_11-3-2-2	Acir.mT19_11-3-3-1	Acir.mT19_11-3-3-2	Acir.mT19_12-4-1-1	Acir.mT19_12-4-1-2	Acir.mT19_12-4-2-1	Acir.mT19_12-4-2-2	Acir.mT19_12-4-3-1	Acir.mT19_12-4-3-2	Acir.mT19_6-15-1-1	Acir.mT19_6-15-1-2	Acir.mT19_6-15-2-1	Acir.mT19_6-15-2-2	Acir.mT19_6-15-3-1	Acir.mT19_6-15-3-2	Acir.mT19_7-23-1-1	Acir.mT19_7-23-1-2	Acir.mT19_7-23-2-1	Acir.mT19_7-23-2-2	Acir.mT19_7-23-3-1	Acir.mT19_7-23-3-2	Acir.mT19_9-10-1-1	Acir.mT19_9-10-1-2	Acir.mT19_9-10-2-1	Acir.mT19_9-10-2-2	Acir.mT19_9-10-3-1	Acir.mT19_9-10-3-2	Acir.mT19_9-29-1-1	Acir.mT19_9-29-1-2	Acir.mT19_9-29-2-1	Acir.mT19_9-29-2-2	Acir.mT19_9-29-3-1	Acir.mT19_9-29-3-2
ACIR310F_RS0119760_ACIR310F_RS0119760	0.00	0.00	5.00	0.00	35.00	22.00	5.00	0.00	87.00	100.00	424.00	519.00	2.00	0.00	1.00	0.00	0.00	9.00	0.00	0.00	85.00	130.00	10.00	11.00	10.00	10.00	0.00	2.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS23530_ACIR310F_RS23530	0.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0114380_ACIR310F_RS0114380	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0102550_ACIR310F_RS0102550	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0106270_ACIR310F_RS0106270	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0118135_rimI	0.00	0.00	1.00	0.00	16.00	13.00	2.00	0.00	25.00	40.00	68.00	66.00	2.00	0.00	0.00	0.00	0.00	14.00	0.00	0.00	82.00	51.00	6.00	2.00	3.00	8.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0114520_ACIR310F_RS0114520	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	2.00	2.00	5.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	5.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0110960_lepB	0.00	0.00	2.00	0.00	5.00	8.00	0.00	0.00	22.00	24.00	44.00	38.00	1.00	0.00	0.00	0.00	0.00	8.00	0.00	0.00	39.00	31.00	0.00	0.00	2.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0116025_ACIR310F_RS0116025	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0106715_ACIR310F_RS0106715	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0107620_ACIR310F_RS0107620	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0115540_ACIR310F_RS0115540	0.00	0.00	0.00	0.00	9.00	12.00	0.00	0.00	8.00	5.00	52.00	39.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.00	19.00	1.00	2.00	2.00	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0106330_ACIR310F_RS0106330	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0113785_ACIR310F_RS0113785	1.00	0.00	0.00	0.00	13.00	15.00	0.00	0.00	7.00	8.00	44.00	50.00	0.00	0.00	0.00	0.00	0.00	8.00	0.00	0.00	92.00	121.00	2.00	6.00	10.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0101720_hpnI	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	4.00	3.00	7.00	22.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	8.00	0.00	0.00	0.00	1.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0119155_ACIR310F_RS0119155	0.00	0.00	12.00	3.00	51.00	67.00	0.00	0.00	108.00	139.00	243.00	300.00	0.00	4.00	2.00	3.00	12.00	82.00	0.00	0.00	921.00	706.00	33.00	16.00	22.00	25.00	1.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0115325_ACIR310F_RS0115325	1.00	0.00	6.00	0.00	40.00	51.00	6.00	0.00	28.00	12.00	66.00	81.00	0.00	0.00	0.00	0.00	0.00	19.00	0.00	0.00	106.00	99.00	18.00	15.00	13.00	14.00	0.00	8.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
ACIR310F_RS0115140_ACIR310F_RS0115140	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0105360_ACIR310F_RS0105360	0.00	0.00	0.00	0.00	4.00	14.00	7.00	0.00	21.00	19.00	44.00	80.00	2.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	13.00	3.00	5.00	0.00	1.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS22250_ACIR310F_RS22250	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS25040_ACIR310F_RS25040	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0108925_ACIR310F_RS0108925	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	2.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	7.00	4.00	0.00	226.00	108.00	11.00	14.00	3.00	7.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0104630_ACIR310F_RS0104630	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0105365_ACIR310F_RS0105365	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0107660_ACIR310F_RS0107660	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	1.00	0.00	7.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	22.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0119200_ACIR310F_RS0119200	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	2.00	1.00	13.00	27.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.00	17.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS23705_ACIR310F_RS23705	0.00	0.00	0.00	0.00	13.00	27.00	0.00	0.00	5.00	2.00	13.00	33.00	0.00	1.00	1.00	0.00	0.00	5.00	0.00	0.00	34.00	11.00	5.00	5.00	2.00	6.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0101380_dusB	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	3.00	6.00	13.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	12.00	4.00	4.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0116535_ACIR310F_RS0116535	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0107630_cysE	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.00	15.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0112280_ACIR310F_RS0112280	1.00	0.00	3.00	5.00	21.00	68.00	0.00	0.00	48.00	33.00	144.00	153.00	5.00	0.00	0.00	0.00	0.00	20.00	0.00	0.00	89.00	140.00	29.00	3.00	3.00	9.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0108440_ACIR310F_RS0108440	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0102260_sat	0.00	1.00	10.00	1.00	23.00	27.00	1.00	0.00	115.00	130.00	314.00	327.00	6.00	0.00	1.00	0.00	0.00	24.00	1.00	0.00	194.00	117.00	30.00	7.00	29.00	35.00	5.00	2.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00
ACIR310F_RS0102475_ACIR310F_RS0102475	0.00	0.00	0.00	0.00	4.00	7.00	0.00	0.00	15.00	17.00	50.00	65.00	3.00	0.00	0.00	0.00	0.00	11.00	0.00	0.00	41.00	35.00	11.00	12.00	9.00	7.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0115750_ACIR310F_RS0115750	0.00	0.00	0.00	0.00	2.00	1.00	0.00	0.00	7.00	3.00	12.00	7.00	3.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	58.00	49.00	3.00	0.00	3.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0117185_ACIR310F_RS0117185	0.00	0.00	0.00	0.00	5.00	5.00	0.00	0.00	21.00	20.00	61.00	37.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	25.00	12.00	5.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS27035_ACIR310F_RS27035	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0115485_ACIR310F_RS0115485	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0107320_hrcA	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	6.00	0.00	14.00	14.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	40.00	24.00	1.00	4.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0114260_minE	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0117015_ACIR310F_RS0117015	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0120195_ACIR310F_RS0120195	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0118950_ACIR310F_RS0118950	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0117970_ACIR310F_RS0117970	0.00	0.00	0.00	0.00	1.00	4.00	0.00	0.00	4.00	1.00	21.00	14.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.00	2.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0102535_tmk	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0111630_ACIR310F_RS0111630	0.00	0.00	0.00	0.00	1.00	4.00	0.00	0.00	3.00	1.00	21.00	14.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.00	2.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0120145_ftsY	0.00	0.00	0.00	0.00	4.00	11.00	0.00	0.00	5.00	0.00	24.00	36.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	28.00	3.00	0.00	0.00	3.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0115055_cas7d	1.00	0.00	0.00	0.00	3.00	26.00	0.00	0.00	19.00	1.00	48.00	48.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	5.00	4.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0116370_ACIR310F_RS0116370	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	5.00	6.00	18.00	11.00	0.00	0.00	0.00	0.00	0.00	6.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0113980_ACIR310F_RS0113980	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0120150_ACIR310F_RS0120150	0.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	7.00	5.00	18.00	22.00	2.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	22.00	22.00	0.00	0.00	4.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0105990_ACIR310F_RS0105990	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0113665_ACIR310F_RS0113665	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	6.00	6.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0114335_ACIR310F_RS0114335	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0109105_hypA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0106205_ACIR310F_RS0106205	0.00	1.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	6.00	6.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0103650_ACIR310F_RS0103650	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0116985_ACIR310F_RS0116985	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0114300_ACIR310F_RS0114300	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	3.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0116305_ACIR310F_RS0116305	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.00	19.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0106760_ACIR310F_RS0106760	0.00	0.00	0.00	0.00	3.00	12.00	0.00	0.00	21.00	8.00	73.00	66.00	4.00	0.00	0.00	0.00	0.00	47.00	1.00	0.00	149.00	51.00	21.00	3.00	4.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0110040_ACIR310F_RS0110040	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	5.00	7.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0109100_hypB	0.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	1.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	12.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS21860_ACIR310F_RS21860	0.00	0.00	15.00	1.00	14.00	43.00	0.00	4.00	24.00	0.00	23.00	50.00	0.00	0.00	0.00	0.00	0.00	14.00	0.00	0.00	82.00	84.00	9.00	13.00	2.00	14.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0107025_devC	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0117985_ACIR310F_RS0117985	0.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	1.00	10.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0106135_ACIR310F_RS0106135	0.00	0.00	0.00	0.00	2.00	7.00	0.00	0.00	0.00	0.00	5.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.00	12.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS21550_ACIR310F_RS21550	0.00	0.00	0.00	0.00	21.00	41.00	0.00	0.00	47.00	60.00	165.00	157.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	113.00	52.00	16.00	16.00	27.00	30.00	1.00	7.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0117025_ACIR310F_RS0117025	20.00	15.00	123.00	41.00	497.00	337.00	20.00	0.00	549.00	653.00	1459.00	1458.00	4.00	0.00	1.00	8.00	4.00	446.00	66.00	23.00	1270.00	958.00	277.00	110.00	175.00	138.00	4.00	13.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0110705_ACIR310F_RS0110705	1.00	3.00	0.00	0.00	0.00	3.00	0.00	0.00	3.00	2.00	6.00	6.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.00	0.00	9.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0119770_sppA	0.00	0.00	7.00	6.00	1.00	11.00	0.00	0.00	16.00	5.00	28.00	63.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	24.00	13.00	0.00	9.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0118195_ACIR310F_RS0118195	1.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	17.00	14.00	52.00	53.00	0.00	0.00	0.00	0.00	0.00	6.00	0.00	0.00	12.00	18.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0106765_ACIR310F_RS0106765	0.00	0.00	0.00	0.00	4.00	10.00	0.00	0.00	16.00	22.00	68.00	79.00	1.00	3.00	0.00	0.00	0.00	22.00	0.00	21.00	85.00	83.00	15.00	7.00	10.00	15.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0108135_ACIR310F_RS0108135	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	2.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.00	6.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0117310_ACIR310F_RS0117310	0.00	0.00	0.00	4.00	3.00	8.00	0.00	0.00	13.00	8.00	23.00	31.00	2.00	0.00	0.00	0.00	0.00	30.00	4.00	0.00	154.00	90.00	28.00	32.00	5.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00
ACIR310F_RS0103640_ACIR310F_RS0103640	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0112370_ACIR310F_RS0112370	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	1.00	2.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	2.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0101910_ACIR310F_RS0101910	0.00	1.00	6.00	6.00	32.00	33.00	0.00	14.00	33.00	32.00	97.00	115.00	3.00	0.00	1.00	0.00	10.00	28.00	6.00	0.00	89.00	38.00	63.00	3.00	9.00	14.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0104940_ACIR310F_RS0104940	0.00	0.00	0.00	0.00	19.00	28.00	3.00	0.00	37.00	48.00	107.00	119.00	7.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	42.00	25.00	2.00	9.00	14.00	7.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
