taxon_name	mG19_06-15-1	mG19_06-15-2	mG19_06-15-3	mG19_07-23-1	mG19_07-23-2	mG19_07-23-3	mG19_09-10-1	mG19_09-10-2	mG19_09-10-3	mG19_09-29-1	mG19_09-29-2	mG19_09-29-3	mG19_11-3-1	mG19_11-3-2	mG19_11-3-3	mG19_12-4-1	mG19_12-4-2	mG19_12-4-3
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium;	0.06735	0.095003	0.0811765	0.095686	0.086679	0.059886	0.050019	0.044175	0.062163	0.049336	0.068008	0.052347	0.035289	0.018884	0.046047	0.022669	0.024794	0.020544
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Shinella;	0.00382	0.004858	0.004339	0.004681	0.004276	0.003036	0.00253	0.001518	0.002884	0.002884	0.003441	0.002581	0.001346	0.0042655	0.002479	0.0016575	0.002328	0.000987
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Sinorhizobium;	0.010753	0.016496	0.0136245	0.015762	0.010829	0.011841	0.008956	0.007211	0.011233	0.006932	0.010196	0.008425	0.005966	0.00421	0.007185	0.0042505	0.005035	0.003466
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Afifella;	0.005136	0.007109	0.0061225	0.008071	0.005288	0.004681	0.0042	0.002834	0.004832	0.004175	0.004959	0.00425	0.00297	0.0023325	0.002454	0.0015435	0.001771	0.001316
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Amorphus;	0.002758	0.004073	0.0034155	0.004984	0.002783	0.002302	0.001594	0.002226	0.002581	0.001898	0.0021	0.002328	0.001625	0.0020015	0.001695	0.000835	0.000987	0.000683
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Candidatus Phaeomarinobacter;	0.004731	0.006376	0.0055535	0.006401	0.003238	0.00377	0.002252	0.001645	0.00334	0.001872	0.002985	0.004807	0.001929	0.001888	0.002378	0.0012905	0.001139	0.001442
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Lutibaculum;	0.003314	0.0042	0.003757	0.004832	0.002808	0.002859	0.001923	0.001948	0.002226	0.001973	0.001898	0.002758	0.001346	0.0021025	0.001847	0.0009865	0.001012	0.000961
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Parvibaculum;	0.006401	0.008602	0.0075015	0.009462	0.004377	0.00592	0.002884	0.002808	0.005718	0.002884	0.004175	0.006654	0.003402	0.0027385	0.002859	0.001708	0.001847	0.001569
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Roseospirillum;	0.003188	0.004453	0.0038205	0.004832	0.003466	0.002454	0.002024	0.002353	0.002505	0.002479	0.002682	0.001847	0.002234	0.002382	0.002075	0.0011135	0.000911	0.001316
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Tepidicaulis;	0.005338	0.008046	0.006692	0.008121	0.004503	0.004175	0.00253	0.002378	0.004731	0.00253	0.005237	0.005642	0.002996	0.0024975	0.00253	0.0015305	0.001189	0.001872
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Ancylobacter;	0.003365	0.004756	0.0040605	0.006022	0.003567	0.003264	0.002125	0.002201	0.002783	0.002226	0.003188	0.002657	0.001498	0.003469	0.001999	0.001012	0.001189	0.000835
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Azorhizobium;	0.006755	0.007059	0.006907	0.008046	0.007565	0.005718	0.004756	0.004453	0.005465	0.00382	0.004579	0.004478	0.003148	0.0033325	0.00544	0.0017455	0.001872	0.001619
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Labrys;	0.006022	0.015712	0.010867	0.011891	0.020772	0.009741	0.005718	0.004858	0.007514	0.004073	0.007034	0.006983	0.002463	0.002155	0.003517	0.0021505	0.001973	0.002328
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Pseudolabrys;	0.003289	0.004706	0.0039975	0.004073	0.002732	0.002732	0.002049	0.002302	0.002732	0.001771	0.002429	0.002353	0.001523	0.0016595	0.001847	0.0012905	0.001164	0.001417
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Pseudoxanthobacter;	0.004175	0.007438	0.0058065	0.005617	0.004908	0.003744	0.002252	0.002454	0.003011	0.001467	0.002859	0.003947	0.002133	0.0016865	0.001796	0.00148	0.001543	0.001417
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Starkeya;	0.002505	0.003036	0.0027705	0.003744	0.002125	0.002454	0.001265	0.001619	0.001822	0.001948	0.002328	0.001543	0.000914	0.002342	0.00124	0.00105	0.001543	0.000557
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Xanthobacter;	0.008552	0.009715	0.0091335	0.010474	0.006452	0.006502	0.005794	0.010601	0.007312	0.005364	0.005844	0.006224	0.002843	0.002889	0.00377	0.0020875	0.002758	0.001417
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Hyphomonadaceae;Euryhalocaulis;	0.006755	0.011815	0.009285	0.01055	0.004326	0.003922	0.002252	0.001341	0.003972	0.002328	0.005085	0.01012	0.002539	0.001978	0.002935	0.0015815	0.001417	0.001746
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Hyphomonadaceae;Hellea;	0.002657	0.003896	0.0032765	0.003972	0.001316	0.002049	0.000886	0.000759	0.001392	0.00086	0.002353	0.004099	0.00099	0.0032525	0.001417	0.000683	0.000455	0.000911
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Hyphomonadaceae;Henriciella;	0.016445	0.028058	0.0222515	0.021961	0.009361	0.009513	0.004782	0.003896	0.010019	0.005414	0.010449	0.018925	0.005509	0.004323	0.005515	0.0043895	0.003365	0.005414
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Hyphomonadaceae;Hirschia;	0.008071	0.013283	0.010677	0.011613	0.003972	0.004073	0.001594	0.001746	0.003997	0.002429	0.005187	0.010247	0.002615	0.011883	0.003137	0.0018595	0.00124	0.002479
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Hyphomonadaceae;Hyphomonas;	0.088805	0.193169	0.140987	0.07919	0.03112	0.032764	0.01556	0.013156	0.032486	0.018697	0.036357	0.065832	0.017847	0.011542	0.021151	0.0350155	0.02444	0.045591
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Hyphomonadaceae;Maricaulis;	0.012929	0.019583	0.016256	0.017913	0.006831	0.007767	0.004048	0.003491	0.008805	0.004402	0.009285	0.017078	0.005966	0.0058545	0.005237	0.0029095	0.002682	0.003137
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Hyphomonadaceae;Oceanicaulis;	0.015256	0.024794	0.020025	0.023884	0.008805	0.009488	0.004731	0.00291	0.009639	0.005262	0.015459	0.021354	0.005865	0.004185	0.005743	0.003251	0.002758	0.003744
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Hyphomonadaceae;Ponticaulis;	0.006376	0.01093	0.008653	0.009285	0.004124	0.004428	0.00086	0.001392	0.003314	0.00172	0.004554	0.009462	0.002361	0.0018765	0.002505	0.0013405	0.001214	0.001467
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Hyphomonadaceae;Robiginitomaculum;	0.002201	0.004175	0.003188	0.003517	0.001366	0.001923	0.00081	0.000987	0.001746	0.000835	0.002024	0.003213	0.000889	0.0009885	0.001392	0.000683	0.000683	0.000683
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Actibacterium;	0.001847	0.002226	0.0020365	0.002353	0.001973	0.001442	0.000886	0.00086	0.001847	0.000633	0.001619	0.00172	0.000914	0.000457	0.001088	0.000544	0.000582	0.000506
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Acuticoccus;	0.000633	0.000835	0.000734	0.000784	0.000658	0.000405	0	0.000329	0	0.000278	0.000278	0.000304	0	0.00062	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Aestuariivita;	0.002985	0.00339	0.0031875	0.003542	0.003289	0.002479	0.001645	0.001366	0.002277	0.001796	0.002808	0.002378	0.001168	0.0016845	0.00124	0.0007215	0.000886	0.000557
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ahrensia;	0.003264	0.004478	0.003871	0.005465	0.003517	0.003491	0.002783	0.002277	0.004073	0.003365	0.003643	0.002834	0.002209	0.001775	0.002201	0.0011385	0.00129	0.000987
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Albidovulum;	0.002707	0.003466	0.0030865	0.003289	0.002505	0.001923	0.001088	0.001493	0.002151	0.00124	0.002125	0.002935	0.001142	0.0024055	0.001341	0.0007595	0.000886	0.000633
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Albimonas;	0.005515	0.009361	0.007438	0.009513	0.006173	0.005718	0.003694	0.003972	0.006553	0.004858	0.00592	0.005161	0.004189	0.002575	0.003669	0.0018465	0.00172	0.001973
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Aliiroseovarius;	0.001695	0.002581	0.002138	0.002075	0.001999	0.001771	0.001012	0.000961	0.001619	0.001139	0.001417	0.001771	0.000762	0.0005835	0.000961	0.000582	0.000607	0.000557
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Aquimixticola;	0.001265	0.00124	0.0012525	0.00129	0.001265	0.000759	0.000633	0.000329	0.000936	0.000734	0.001164	0.000961	0.000559	0.0016835	0.000405	0.0003415	0.000278	0.000405
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Celeribacter;	0.00549	0.006047	0.0057685	0.006932	0.007059	0.003947	0.003112	0.003036	0.004428	0.002606	0.004225	0.004984	0.002742	0.00256	0.002808	0.001885	0.002024	0.001746
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Citreicella;	0.004478	0.005237	0.0048575	0.005035	0.006199	0.003036	0.003137	0.002404	0.003517	0.001872	0.003163	0.004048	0.00165	0.0011415	0.002378	0.001531	0.001822	0.00124
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Citreimonas;	0.000936	0.001493	0.0012145	0.001493	0.001392	0.001012	0.000911	0.000481	0.001569	0.00081	0.001265	0.00129	0.00066	0.00033	0.000633	0.000367	0.000354	0.00038
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Confluentimicrobium;	0.000759	0.00043	0.0005945	0.000557	0.00038	0	0.000278	0	0.000329	0.000557	0.000329	0.00043	0	0.0003035	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Cribrihabitans;	0.001088	0.001442	0.001265	0.001265	0.001265	0.000683	0.001037	0.000607	0.000633	0.000531	0.000784	0.000607	0.000432	0.002177	0.000607	0.0004175	0.00038	0.000455
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Defluviimonas;	0.009462	0.010626	0.010044	0.012094	0.011132	0.006679	0.005566	0.003643	0.006629	0.003643	0.007514	0.007438	0.004925	0.0034365	0.003922	0.0029725	0.003466	0.002479
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Dinoroseobacter;	0.002201	0.003061	0.002631	0.003441	0.002125	0.001442	0.001771	0.001341	0.00253	0.002555	0.002606	0.002859	0.001777	0.0011035	0.001948	0.000734	0.000835	0.000633
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Donghicola;	0.001417	0.001771	0.001594	0.001493	0.00086	0.000784	0.000658	0.000708	0.001037	0.000658	0.001164	0.001417	0.000406	0.000203	0.00043	0.000481	0.000633	0.000329
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Epibacterium;	0.000506	0.000455	0.0004805	0.000506	0.000683	0.000304	0.00043	0.000531	0.000633	0	0	0.000481	0	0.000607	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Falsirhodobacter;	0.001796	0.002049	0.0019225	0.002378	0.002505	0.001619	0.001088	0.000633	0.001619	0.000784	0.001366	0.00172	0.001523	0.00567	0.001214	0.000721	0.00086	0.000582
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Gemmobacter;	0.025402	0.027982	0.026692	0.030259	0.03117	0.013257	0.012524	0.010171	0.01685	0.008855	0.01728	0.020544	0.009393	0.0055695	0.009817	0.008792	0.009918	0.007666
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Haematobacter;	0.004175	0.004731	0.004453	0.005794	0.00506	0.003087	0.003011	0.002226	0.003795	0.002808	0.003997	0.003694	0.002463	0.001826	0.001746	0.0014045	0.001645	0.001164
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Halocynthiibacter;	0.001543	0.002176	0.0018595	0.002226	0.002125	0.001037	0.001189	0.000784	0.001366	0.000936	0.001189	0.001518	0.000812	0.0039985	0.001189	0.000443	0.000506	0.00038
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Jannaschia;	0.013004	0.019583	0.0162935	0.018191	0.01642	0.011132	0.008906	0.006022	0.0126	0.008197	0.012321	0.012372	0.006575	0.003604	0.007185	0.0039595	0.004099	0.00382
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Jhaorihella;	0.001872	0.002657	0.0022645	0.002252	0.001467	0.001518	0.000936	0.000607	0.001063	0.000658	0.001467	0.001822	0.000762	0.001077	0.000633	0.0005065	0.000633	0.00038
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ketogulonicigenium;	0.003011	0.003365	0.003188	0.003137	0.002479	0.001872	0.001088	0.000911	0.001543	0.001139	0.002429	0.002454	0.001142	0.004113	0.001392	0.0007845	0.00081	0.000759
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Labrenzia;	0.010272	0.014598	0.012435	0.015965	0.012195	0.011031	0.0084	0.00759	0.010727	0.00592	0.009083	0.007641	0.004925	0.0035885	0.007084	0.004086	0.004453	0.003719
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Leisingera;	0.005262	0.006376	0.005819	0.006932	0.004959	0.003441	0.003694	0.002707	0.003972	0.002125	0.005035	0.004782	0.001955	0.0011295	0.002252	0.0014805	0.001569	0.001392
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Lentibacter;	0.000658	0.000759	0.0007085	0.000835	0.000708	0.000607	0.000506	0.000405	0.000506	0.00038	0.000455	0.000304	0	0.0008225	0.000304	0.0003415	0.000329	0.000354
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Litoreibacter;	0.002302	0.002682	0.002492	0.003517	0.002783	0.002049	0.002201	0.001543	0.002075	0.00167	0.002125	0.002302	0.001168	0.0008625	0.001645	0.001493	0.001822	0.001164
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Litorimicrobium;	0.000835	0.001265	0.00105	0.001442	0.001189	0.000886	0.00038	0.000607	0.000911	0.000455	0.000987	0.001139	0.000584	0.005276	0.000557	0.0005185	0.000531	0.000506
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Loktanella;	0.022163	0.027324	0.0247435	0.025933	0.022416	0.013435	0.01265	0.010221	0.014877	0.00883	0.01556	0.022416	0.008479	0.004556	0.009968	0.0058445	0.006376	0.005313
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Lutimaribacter;	0.001063	0.001341	0.001202	0.001493	0.001366	0.001265	0.000936	0.000633	0.000987	0.000531	0.001316	0.001063	0.000508	0.000469	0.000633	0.0004425	0.000455	0.00043
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Mameliella;	0.000506	0.000633	0.0005695	0.000455	0.000304	0	0	0	0	0	0	0.00043	0	0.00105	0.00043	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Maribius;	0.002707	0.00425	0.0034785	0.00339	0.003669	0.002176	0.002404	0.001467	0.002505	0.001645	0.002985	0.003188	0.001016	0.000508	0.0021	0.000873	0.00086	0.000886
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Marinosulfonomonas;	0.00038	0.000658	0.000519	0.000582	0.000405	0.000329	0.00038	0	0.000354	0.000481	0	0.000329	0	0.000354	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Marinovum;	0.001594	0.001923	0.0017585	0.001847	0.001847	0.001164	0.001088	0.000658	0.001771	0.001214	0.001594	0.001417	0.000889	0.0009885	0.000708	0.000342	0.00038	0.000304
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Maritimibacter;	0.002707	0.004175	0.003441	0.003846	0.002606	0.002252	0.002378	0.001796	0.002125	0.001164	0.002075	0.003036	0.001193	0.001621	0.001088	0.000797	0.000759	0.000835
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Marivita;	0.003719	0.004605	0.004162	0.005161	0.005009	0.002859	0.002328	0.00167	0.003188	0.001973	0.002302	0.002808	0.001701	0.001445	0.002049	0.0011765	0.001037	0.001316
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Natronohydrobacter;	0.003087	0.00334	0.0032135	0.003972	0.003238	0.001847	0.001493	0.001417	0.002328	0.001139	0.001822	0.0021	0.001092	0.000546	0.001189	0.0007715	0.000759	0.000784
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Nautella;	0	0	0	0	0	0.000557	0	0.000304	0	0	0	0	0	0.000139	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Nereida;	0.000759	0.000911	0.000835	0.001037	0.000886	0.000759	0.000405	0.00038	0.00043	0.00043	0.000354	0.00038	0.000305	0.000469	0.000278	0.0003795	0.000481	0.000278
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Nesiotobacter;	0.001467	0.001923	0.001695	0.001898	0.001467	0.001796	0.00129	0.001341	0.000759	0.000557	0.001088	0.000835	0.000762	0.0008995	0.000633	0.0004305	0.000481	0.00038
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Nioella;	0.002328	0.003112	0.00272	0.003416	0.003061	0.001948	0.001569	0.001214	0.001796	0.001189	0.001999	0.002454	0.000711	0.0003555	0.001037	0.0009365	0.000886	0.000987
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Oceanibulbus;	0.00043	0.000607	0.0005185	0.000582	0	0	0.000557	0	0	0	0	0.000304	0	0.0014925	0	0.000139	0.000278	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Oceanicola;	0.005844	0.007312	0.006578	0.007793	0.007818	0.004934	0.004175	0.003795	0.005566	0.003314	0.005338	0.005237	0.003224	0.0019155	0.002985	0.0022015	0.002328	0.002075
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Oceaniovalibus;	0.001316	0.001569	0.0014425	0.001467	0.00086	0.00086	0.000405	0.000784	0.000759	0.000531	0.001189	0.001189	0.000635	0.000988	0.000607	0.0004175	0.000481	0.000354
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Octadecabacter;	0.002075	0.002581	0.002328	0.002859	0.004352	0.001822	0.001746	0.001822	0.001847	0.001164	0.001366	0.001973	0.001193	0.0005965	0.001341	0.000999	0.001214	0.000784
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pacificibacter;	0.001012	0.001872	0.001442	0.00124	0.000734	0.000835	0.000354	0.000455	0.000531	0.000329	0.000658	0.000961	0.000355	0.000658	0	0.0003415	0.000354	0.000329
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paenirhodobacter;	0.002732	0.00339	0.003061	0.003643	0.00334	0.001822	0.001847	0.001214	0.002277	0.001316	0.001923	0.002277	0.000762	0.0007225	0.000961	0.00086	0.001113	0.000607
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Palleronia;	0.000987	0.000911	0.000949	0.00129	0.001366	0.001063	0.000734	0.000708	0.000658	0	0.000886	0.000911	0.000508	0.0017845	0.000683	0.000329	0.000354	0.000304
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pannonibacter;	0.007287	0.010449	0.008868	0.009184	0.005667	0.004554	0.003163	0.002404	0.004225	0.002353	0.004276	0.005111	0.002234	0.0114145	0.003061	0.0021375	0.002226	0.002049
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;	0.052777	0.059051	0.055914	0.063276	0.05518	0.036837	0.034839	0.028792	0.039367	0.024263	0.041265	0.04086	0.020386	0.0107625	0.020595	0.0141935	0.016066	0.012321
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pelagibaca;	0.001619	0.002125	0.001872	0.003238	0.002328	0.001518	0.00124	0.001316	0.00172	0.00124	0.002201	0.001316	0.001117	0.000786	0.001139	0.000481	0.00038	0.000582
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pelagicola;	0.000557	0.000835	0.000696	0.000936	0.001012	0.000607	0.00086	0.000481	0.001189	0.000481	0.000607	0.000607	0.000432	0.00138	0.000455	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Phaeobacter;	0.004124	0.005769	0.0049465	0.00544	0.005946	0.002859	0.002682	0.002429	0.002783	0.002226	0.002505	0.003112	0.001777	0.001053	0.002328	0.001063	0.00124	0.000886
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Planktomarina;	0.000607	0.001139	0.000873	0.001139	0.001392	0.000658	0.000405	0.00043	0.00043	0	0.00038	0.000987	0.000482	0.0008735	0.000329	0.0001645	0	0.000329
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Planktotalea;	0.001341	0.00129	0.0013155	0.002505	0.001872	0.001265	0.001493	0.00086	0.001695	0.003795	0.001822	0.001442	0.001676	0.0016855	0.001265	0.000569	0.000531	0.000607
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pleomorphobacterium;	0.00339	0.006249	0.0048195	0.004402	0.002682	0.002302	0.001872	0.001341	0.002631	0.001265	0.003061	0.003087	0.001777	0.001091	0.001695	0.0009995	0.000987	0.001012
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pontibaca;	0.000987	0.001366	0.0011765	0.00129	0.001037	0.000835	0.000734	0.000455	0.000835	0.000405	0.000784	0.001012	0.000432	0.000836	0.000405	0.000291	0.000304	0.000278
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ponticoccus;	0.002555	0.003719	0.003137	0.003669	0.001999	0.002075	0.001467	0.00086	0.001771	0.001214	0.001822	0.002049	0.000863	0.001026	0.00124	0.0007085	0.000835	0.000582
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Poseidonocella;	0.001948	0.002201	0.0020745	0.002505	0.001341	0.001518	0.001214	0.000911	0.001366	0.000961	0.00172	0.002049	0.000787	0.0005455	0.001189	0.0007085	0.000582	0.000835
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudodonghicola;	0.001392	0.001872	0.001632	0.001442	0.001898	0.000582	0.000708	0.000531	0.000708	0.000481	0.000683	0.001037	0.000508	0.0018605	0.000304	0.0004555	0.000607	0.000304
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudooceanicola;	0.006882	0.007919	0.0074005	0.008197	0.007818	0.005566	0.004782	0.00382	0.00549	0.003365	0.005769	0.005288	0.003427	0.00203	0.003213	0.0019105	0.002176	0.001645
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudooctadecabacter;	0.000886	0.001164	0.001025	0.001012	0.000987	0.000734	0.000759	0.00038	0.000886	0.00129	0.000911	0.000835	0.000508	0.000254	0.000633	0.000152	0.000304	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudopelagicola;	0.00038	0.001088	0.000734	0.001088	0.000734	0.000708	0.000506	0.00038	0.000531	0.000304	0.000278	0.000329	0.00033	0.000456	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudophaeobacter;	0.001189	0.000987	0.001088	0.001366	0.00167	0.000708	0.000607	0.000607	0.000911	0.000557	0.000936	0.00043	0.000508	0.007667	0.000582	0.00019	0.00038	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudorhodobacter;	0.024719	0.026312	0.0255155	0.03365	0.035319	0.018216	0.015054	0.012979	0.019102	0.010626	0.01814	0.018646	0.011475	0.0076985	0.014826	0.010563	0.012827	0.008299
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudoruegeria;	0.008729	0.010778	0.0097535	0.011638	0.0105	0.006629	0.005212	0.003896	0.007109	0.003567	0.007034	0.006806	0.004138	0.004637	0.003922	0.0025175	0.002631	0.002404
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudovibrio;	0.006502	0.010323	0.0084125	0.010398	0.010626	0.006401	0.004908	0.006148	0.006755	0.003871	0.006325	0.006072	0.003605	0.002296	0.005136	0.0022515	0.002226	0.002277
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Puniceibacterium;	0.001796	0.002049	0.0019225	0.002378	0.001999	0.000936	0.000936	0.000708	0.001316	0.000911	0.001341	0.001214	0.000914	0.000862	0.000987	0.0006955	0.000607	0.000784
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobaca;	0.001746	0.001872	0.001809	0.001746	0.00172	0.001139	0.000936	0.001088	0.000911	0.001012	0.001189	0.001771	0.000889	0.0271995	0.00081	0.000443	0.000557	0.000329
