geneID	mT19_11-3-1-1	mT19_11-3-1-2	mT19_11-3-2-1	mT19_11-3-2-2	mT19_11-3-3-1	mT19_11-3-3-2	mT19_12-4-1-1	mT19_12-4-1-2	mT19_12-4-2-1	mT19_12-4-2-2	mT19_12-4-3-1	mT19_12-4-3-2	mT19_6-15-1-1	mT19_6-15-1-2	mT19_6-15-2-1	mT19_6-15-2-2	mT19_6-15-3-1	mT19_6-15-3-2	mT19_7-23-1-1	mT19_7-23-1-2	mT19_7-23-2-1	mT19_7-23-2-2	mT19_7-23-3-1	mT19_7-23-3-2	mT19_9-10-1-1	mT19_9-10-1-2	mT19_9-10-2-1	mT19_9-10-2-2	mT19_9-10-3-1	mT19_9-10-3-2	mT19_9-29-1-1	mT19_9-29-1-2	mT19_9-29-2-1	mT19_9-29-2-2	mT19_9-29-3-1	mT19_9-29-3-2
O53_3394_O53_3394	25.96	35.39	24.48	19.43	28.05	24.65	38.75	32.64	20.33	19.72	19.63	21.83	35.10	14.11	22.03	44.78	43.84	48.96	25.81	38.77	23.40	25.15	43.15	24.28	32.26	32.46	19.11	18.70	44.89	39.28	36.00	27.09	25.10	28.00	26.92	26.90
O53_2597_O53_2597	46.23	57.19	53.20	45.77	51.97	53.38	48.43	56.27	55.63	60.02	64.62	59.35	88.54	57.06	49.74	85.05	40.41	66.89	27.95	20.29	28.76	28.50	20.23	23.87	30.10	28.39	31.70	30.84	34.54	30.60	26.54	21.50	24.81	18.69	42.83	40.35
O53_195_O53_195	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_2117_O53_2117	123.96	136.05	85.80	112.00	130.35	141.90	546.50	575.55	630.47	774.92	617.66	492.21	349.43	193.72	369.14	173.75	890.61	326.16	826.40	430.04	935.63	789.75	742.19	1312.03	732.67	860.99	635.88	781.19	925.65	1193.48	296.07	376.59	440.40	627.18	704.84	861.74
O53_1590_rplB	600.75	766.75	640.79	454.95	609.14	520.86	236.97	276.71	118.22	154.43	161.34	212.55	801.60	308.34	383.15	883.11	148.94	92.68	630.15	903.71	868.64	1020.85	932.71	1412.68	1671.12	1632.70	1246.90	1347.62	368.56	401.73	836.05	635.52	725.13	1031.76	497.45	690.41
O53_526_O53_526	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_474_frpC	1.52	2.74	0.39	0.55	0.94	1.68	0.28	0.06	0.20	0.44	0.09	0.04	8.42	9.53	0.04	0.14	0.03	0.26	5.57	3.26	3.75	3.39	1.37	0.88	15.98	12.04	9.17	5.35	4.06	4.00	8.60	10.60	3.18	3.52	0.24	1.34
O53_214_O53_214	0.80	0.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.60	0.00	0.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.78	1.51	0.00	0.00
O53_2386_O53_2386	0.00	0.00	0.00	0.00	0.00	0.00	2.59	0.00	0.00	0.00	2.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_4832_O53_4832	899.05	360.30	883.56	1068.71	504.43	1605.38	0.00	0.00	0.00	1.12	0.00	0.18	2237.39	878.46	4912.11	9673.02	351.81	443.01	1235.99	1115.17	440.34	674.01	125.67	104.36	161.81	111.13	18.14	43.86	30.73	31.88	3.66	5.57	71.75	38.20	441.92	453.08
O53_444_O53_444	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_3855_aroB	44.83	48.38	48.74	42.92	56.58	47.50	76.48	80.96	48.81	42.09	44.96	50.31	53.34	41.56	51.26	90.86	52.38	62.92	50.94	62.72	42.34	52.75	60.30	54.68	65.88	65.12	60.42	73.13	70.64	58.43	45.51	49.67	51.23	41.50	40.95	50.74
O53_3443_O53_3443	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_366_O53_366	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_2266_O53_2266	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_2198_O53_2198	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	181.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_480_O53_480	167.96	188.84	228.70	208.76	207.15	299.23	131.08	149.67	111.73	105.36	89.55	98.62	372.85	209.34	255.78	577.72	418.76	506.57	306.31	381.51	230.98	220.38	237.84	154.80	267.70	219.27	163.85	157.82	301.86	226.68	320.41	319.11	254.60	198.09	412.22	449.60
O53_2316_O53_2316	24.55	27.30	21.40	21.87	28.79	25.76	10.60	12.54	7.77	9.58	4.97	6.08	55.86	29.35	30.06	30.09	14.82	13.29	65.34	35.49	43.07	49.54	45.60	50.83	83.32	78.21	47.23	57.90	44.21	33.23	27.85	26.84	27.66	32.51	25.26	33.24
O53_3790_glgA-2	603.09	455.47	329.20	350.12	274.57	216.19	163.06	153.89	197.28	159.89	174.69	164.75	398.02	118.67	91.44	125.58	105.82	172.27	157.73	193.28	118.20	137.51	177.42	77.15	155.24	131.48	118.44	98.22	173.79	119.08	191.20	156.61	140.03	122.76	122.50	122.79
O53_2748_O53_2748	45.76	42.59	39.69	41.72	44.09	35.08	86.54	81.63	57.59	50.95	60.00	51.76	54.82	27.33	37.58	60.09	41.84	36.75	64.44	89.30	61.92	61.62	77.59	64.90	58.75	70.22	58.24	70.08	62.81	57.90	49.04	44.64	40.91	65.16	49.78	49.61
O53_5195_O53_5195	70.10	57.87	55.80	64.57	55.89	48.25	201.79	228.36	97.03	91.90	95.11	92.29	63.90	37.81	29.28	53.95	78.86	79.88	32.09	29.95	32.63	36.99	30.71	45.32	43.67	37.83	27.66	33.29	55.23	48.87	63.70	49.02	34.74	36.04	59.24	59.57
O53_5055_gap	122.35	152.16	221.01	191.17	410.66	458.45	163.74	167.86	223.57	228.23	237.16	253.78	101.41	77.83	218.97	375.52	1061.23	1269.53	51.70	65.44	143.64	124.07	239.96	245.16	67.14	74.41	217.57	234.90	225.88	208.39	61.91	60.23	212.10	155.37	826.26	773.61
O53_3018_O53_3018	204.18	188.08	133.39	121.64	128.46	155.70	83.83	91.00	77.73	111.22	67.99	69.82	267.31	108.40	138.90	215.81	139.60	199.89	194.56	107.45	205.20	177.90	163.00	107.21	135.41	85.69	174.91	117.87	93.75	120.08	152.54	141.33	126.23	126.51	177.26	153.98
O53_2767_O53_2767	44.96	53.26	31.49	20.07	50.17	40.13	37.75	49.38	44.70	30.41	54.84	72.34	64.51	42.44	61.12	89.72	68.39	60.93	18.50	30.36	14.32	17.74	33.42	24.45	45.54	41.27	21.56	30.95	45.06	28.92	31.10	17.35	34.42	31.05	48.17	47.33
O53_2886_O53_2886	18.15	19.83	12.06	11.33	12.31	17.23	21.84	20.96	32.87	26.36	30.18	32.85	47.04	51.30	66.11	38.93	31.27	33.70	34.91	24.36	29.63	25.98	32.50	31.12	30.80	31.03	27.95	23.17	33.62	33.39	32.55	32.53	13.01	16.41	38.78	57.97
O53_3180_O53_3180	187.03	193.74	138.35	138.25	102.51	115.82	109.09	95.22	101.26	99.71	82.41	87.88	185.65	88.52	78.95	114.67	91.22	123.89	152.52	212.43	178.17	161.01	253.94	128.04	254.98	247.50	171.11	140.66	278.26	220.28	238.81	200.98	322.27	316.28	102.64	96.50
O53_5167_O53_5167	253.72	229.68	275.64	256.41	340.99	314.76	251.96	215.53	255.74	229.22	228.41	260.66	564.67	157.72	170.32	603.67	804.61	654.78	418.57	561.37	437.30	427.63	419.12	431.71	310.00	308.65	339.16	347.47	433.36	363.44	231.88	232.74	310.61	301.14	496.98	539.83
O53_2248_O53_2248	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_2769_O53_2769	0.36	0.34	0.24	0.42	1.02	1.05	0.66	0.52	1.39	1.04	1.43	1.21	0.83	0.89	1.04	0.00	0.27	0.65	0.00	0.00	0.57	0.00	0.19	0.29	0.05	0.11	0.00	0.00	0.21	0.11	0.00	0.00	0.00	0.00	0.11	0.07
O53_268_pqqL	59.03	60.02	70.06	64.92	86.59	89.02	167.36	174.11	126.26	132.14	143.83	161.88	144.62	75.68	103.73	106.20	101.61	126.02	61.60	73.66	68.09	56.20	64.68	62.08	60.91	55.44	51.63	65.39	82.09	69.13	55.15	50.94	67.84	59.47	105.17	96.88
O53_1261_O53_1261	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_4591_gloA	196.74	194.38	201.70	219.00	242.45	237.71	243.03	215.21	230.81	235.04	248.67	203.54	427.39	188.25	217.35	294.53	239.19	295.34	241.17	194.92	173.46	212.43	185.36	174.21	173.50	182.35	126.26	139.51	165.62	145.68	155.68	142.12	176.07	141.02	242.58	219.38
O53_1962_ftsH-2	1365.44	1434.22	1349.59	1313.13	1388.36	1086.89	2863.81	2838.10	2732.49	2593.53	3649.68	3449.66	1668.05	479.16	725.29	908.33	1006.71	878.62	898.35	893.51	916.41	838.67	779.86	570.48	1049.48	998.84	790.59	782.27	1644.16	1527.63	1891.37	1710.34	1479.22	1463.61	1292.93	1215.73
O53_4690_rpoD-2	115.96	128.72	118.26	153.43	188.43	235.74	394.94	374.05	315.06	260.58	256.00	238.25	71.34	35.50	66.11	96.13	384.37	714.95	15.23	12.78	20.99	25.85	53.01	43.93	38.79	27.50	41.77	39.52	111.89	89.12	35.47	40.59	68.46	64.67	153.66	162.46
O53_1527_O53_1527	16.55	17.56	20.12	18.56	32.22	30.24	23.15	19.05	20.21	20.11	29.17	32.20	17.73	18.86	32.99	16.21	37.53	43.86	7.17	8.32	5.06	7.80	15.21	13.79	15.11	13.92	12.78	11.91	22.72	14.56	11.39	9.46	13.25	9.20	56.85	56.74
O53_5394_O53_5394	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_4522_O53_4522	62.90	62.79	32.13	36.45	48.02	36.26	151.76	142.01	81.82	101.28	98.91	101.58	73.85	31.09	25.21	22.68	43.63	69.33	54.15	76.92	37.53	55.10	60.53	98.71	133.44	122.28	86.64	87.52	168.13	127.17	60.36	46.94	40.09	49.79	30.34	55.49
O53_1555_O53_1555	25.62	25.79	35.10	24.04	45.67	49.66	33.26	24.99	20.59	18.81	30.24	36.19	25.73	17.71	35.54	41.03	62.09	87.21	14.20	18.41	20.97	23.04	44.12	37.64	28.86	29.23	32.01	30.58	46.26	37.10	26.51	22.69	36.24	34.50	73.70	71.30
O53_1645_sdhA	82.91	96.48	131.38	127.45	209.16	249.96	165.47	183.81	146.53	126.00	183.18	191.56	101.40	43.51	80.74	217.95	358.69	264.80	45.81	46.86	47.44	52.96	103.55	140.13	87.52	81.52	126.60	133.77	110.33	110.02	109.19	89.21	139.44	154.82	315.74	365.22
O53_4493_O53_4493	12.88	14.00	6.76	9.76	5.59	11.31	23.90	30.69	9.83	9.96	0.99	5.03	4.97	6.09	7.25	5.30	0.58	2.00	3.22	2.18	3.81	6.45	3.28	10.75	8.90	11.45	4.52	11.27	11.33	8.04	6.63	6.78	1.26	7.63	3.62	5.70
O53_1048_O53_1048	5.05	13.22	17.80	8.56	10.46	19.04	21.51	23.16	23.33	26.08	26.72	27.98	58.03	50.56	80.49	43.14	55.16	26.45	22.74	26.41	12.22	17.93	16.34	23.60	14.69	11.86	30.37	31.46	23.15	31.75	12.78	17.63	17.14	16.96	65.93	67.68
O53_4695_O53_4695	93.21	63.38	101.47	68.07	100.40	159.07	267.56	225.32	208.21	229.35	325.75	292.83	183.77	130.44	184.55	128.59	134.59	143.39	116.10	106.01	79.86	70.05	112.78	112.87	120.40	138.54	98.29	88.11	99.07	83.24	82.08	74.01	80.11	77.20	141.40	169.11
O53_4885_O53_4885	32.22	40.62	27.03	29.92	31.65	33.40	21.04	18.87	22.05	20.57	24.30	23.98	29.93	30.84	38.68	21.27	13.24	17.28	15.06	11.39	10.62	11.35	11.55	14.18	25.44	21.24	21.53	22.69	20.34	12.64	24.16	20.17	16.28	13.13	18.92	17.06
O53_267_O53_267	1.73	1.46	1.31	0.82	1.50	2.44	1.87	1.00	1.11	0.67	1.15	1.38	1.96	2.74	5.20	2.31	1.60	1.56	1.77	3.37	0.46	1.26	1.37	2.07	2.95	2.84	1.76	2.11	2.97	2.82	1.29	0.77	1.00	1.12	1.57	1.75
O53_5288_O53_5288	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_4656_O53_4656	102.06	240.20	315.23	490.84	544.38	1844.73	72.56	275.75	0.00	29.56	0.00	0.00	1150.22	133.31	180.03	962.78	76.89	320.04	107.50	140.62	0.00	261.42	255.73	78.64	514.99	693.63	481.92	0.00	27.38	243.79	106.89	125.02	237.71	384.16	591.85	666.89
O53_4051_O53_4051	20.29	13.26	23.42	1.35	45.85	41.74	16.21	21.52	6.44	20.94	27.25	26.06	36.95	78.18	110.66	32.14	25.71	39.42	27.68	15.56	24.75	27.33	30.61	19.23	16.18	15.24	18.04	12.10	28.61	17.78	32.56	22.86	19.43	16.20	29.87	26.31
O53_4298_O53_4298	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00
O53_60_O53_60	7.57	9.65	6.46	8.09	10.44	11.36	23.57	23.87	14.56	15.76	13.80	13.36	22.51	16.54	15.87	24.03	23.16	26.03	6.28	7.80	5.21	4.79	7.85	9.57	10.78	7.83	7.96	8.88	14.26	13.20	7.41	9.80	6.04	3.96	12.05	13.81
O53_1307_O53_1307	28.61	29.42	30.02	28.41	31.33	29.80	61.17	72.83	42.46	38.31	51.22	52.61	33.26	20.49	26.32	48.28	29.95	24.29	32.97	26.95	24.36	33.53	36.95	32.37	39.32	33.21	38.16	43.64	37.93	29.48	29.82	31.54	25.81	23.04	35.41	36.95
O53_3037_O53_3037	2.39	2.38	6.50	2.46	4.27	5.44	5.82	5.95	7.64	4.57	9.59	8.01	10.22	6.46	4.57	1.63	4.46	9.51	6.37	3.73	2.10	2.30	2.74	2.04	4.03	4.33	3.28	2.13	7.06	10.85	10.05	2.38	1.30	3.53	4.75	6.71
O53_2980_smc	2.96	3.21	4.06	3.76	5.62	7.17	6.97	6.13	4.74	4.13	4.05	4.53	9.12	11.05	13.13	12.40	8.47	13.08	5.73	5.99	3.48	3.35	6.36	5.33	4.13	4.04	3.52	3.94	6.48	5.19	2.65	2.82	3.43	3.56	7.50	5.90
O53_2661_sunT	9.70	10.91	11.89	10.71	13.68	13.80	16.24	16.54	9.95	9.50	14.63	14.04	44.04	22.72	16.48	60.17	47.62	44.01	17.81	22.39	19.98	22.07	38.22	26.96	23.02	23.49	16.32	18.09	30.70	32.51	15.25	14.56	28.42	33.97	25.10	28.41
O53_4178_O53_4178	0.00	0.00	0.00	0.75	0.45	0.50	1.79	1.47	2.35	0.00	0.00	0.28	3.85	0.00	3.04	2.62	1.20	2.71	0.00	4.40	2.46	0.00	0.00	1.20	0.00	0.60	0.00	0.00	3.04	0.00	0.55	3.20	1.76	0.00	4.02	2.77
O53_2086_O53_2086	3.25	3.91	4.17	6.02	5.69	7.86	13.05	13.62	8.96	9.82	10.28	7.73	9.43	13.93	15.34	18.60	13.02	12.48	4.75	4.54	6.56	7.97	6.47	8.44	10.04	7.65	5.62	6.41	12.73	12.40	6.07	3.73	6.19	7.07	8.66	6.70
O53_602_O53_602	39.55	40.35	25.72	28.01	37.36	34.63	66.30	69.37	50.64	53.68	52.49	59.70	39.81	29.30	47.03	61.40	43.41	26.52	27.99	29.53	23.25	25.15	31.27	26.70	36.88	38.04	32.52	34.53	32.65	26.33	27.75	29.28	34.41	25.57	41.72	46.06
O53_762_O53_762	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.88	0.00	0.00
O53_1826_O53_1826	2.40	3.10	2.98	3.48	9.80	11.68	10.39	8.66	11.61	9.04	17.35	17.65	23.39	24.00	31.65	23.34	28.58	43.33	4.55	4.11	3.24	3.78	5.89	4.21	0.72	0.97	2.32	1.46	3.92	2.85	0.06	0.00	5.12	1.24	14.18	12.73
O53_1882_O53_1882	10.04	10.66	15.71	9.33	19.17	19.20	16.71	9.08	18.67	10.07	20.53	22.93	27.31	16.31	25.50	17.94	14.45	28.41	13.31	9.78	8.64	9.45	11.38	5.90	8.76	8.42	5.10	6.98	12.83	5.92	5.71	3.14	8.11	5.82	9.73	7.11
O53_3840_O53_3840	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_3903_O53_3903	3.93	3.58	0.00	0.00	4.03	5.74	11.79	11.29	0.00	3.95	8.93	14.69	3.91	7.44	13.85	0.00	9.64	0.00	0.00	0.00	5.98	0.00	2.44	0.00	0.00	0.00	6.54	6.08	2.41	3.41	0.00	0.00	13.12	1.21	0.00	3.68
O53_5054_O53_5054	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_2950_O53_2950	44.13	36.36	22.20	20.64	17.21	10.75	212.79	260.62	38.57	28.91	12.72	17.76	30.01	4.34	2.74	19.56	6.02	0.00	8.40	0.00	6.51	19.91	9.92	6.32	12.38	12.15	45.89	13.94	12.52	7.03	20.79	9.63	22.56	8.99	21.69	23.94
O53_4444_O53_4444	3.04	1.47	0.88	0.00	2.73	1.79	11.09	4.39	2.15	6.21	11.05	7.11	5.83	5.02	7.18	1.04	8.09	2.66	1.30	0.00	3.47	5.47	1.00	0.48	0.67	5.08	9.92	0.00	1.04	2.40	2.66	3.05	0.00	0.98	7.71	2.47
O53_1228_O53_1228	33.83	39.15	25.69	24.49	29.31	25.38	13.60	11.08	9.27	7.95	8.70	10.83	20.90	9.98	8.35	11.01	12.27	15.00	20.00	40.20	29.27	29.68	47.87	21.76	54.40	52.03	40.75	34.18	64.96	60.42	56.98	48.24	42.70	41.82	16.74	16.00
O53_4713_O53_4713	32.27	33.27	26.08	26.34	31.21	32.62	22.40	26.98	20.10	21.92	26.75	19.27	30.46	23.30	26.39	23.19	19.81	38.06	34.72	26.12	33.30	38.85	38.74	35.22	42.76	51.53	39.54	37.13	51.01	42.87	30.78	30.64	19.80	27.64	22.14	29.97
O53_3489_O53_3489	15.23	27.54	13.60	11.84	28.81	34.08	20.36	6.50	25.57	19.69	12.22	13.06	4.92	2.41	4.04	10.56	28.60	17.40	2.47	0.00	1.13	5.64	10.34	9.90	7.75	5.84	18.57	6.89	5.33	5.49	12.93	12.09	15.50	1.13	23.57	19.54
O53_4089_hisN	25.37	24.36	15.98	10.05	15.65	17.43	19.39	18.35	14.42	15.55	16.43	18.06	30.97	33.08	26.31	25.89	7.95	15.74	18.18	27.62	9.12	13.63	13.09	8.21	19.02	18.05	10.29	14.74	11.87	8.70	16.75	16.44	13.98	11.13	8.33	9.75
O53_1013_O53_1013	5.19	6.23	0.00	0.91	3.67	1.34	5.28	1.09	1.53	2.19	5.39	5.70	3.66	37.00	44.98	0.02	3.09	1.32	2.82	0.00	4.08	0.79	1.97	3.38	5.77	7.15	2.81	8.36	6.33	5.77	3.29	6.09	2.70	2.84	3.06	4.67
O53_4342_O53_4342	17.63	12.07	5.24	5.63	17.67	15.72	16.42	10.63	16.08	5.53	23.42	34.94	10.00	6.11	18.18	3.91	11.83	6.51	5.26	0.78	6.28	3.93	5.69	4.29	4.79	5.90	3.91	3.61	6.69	3.55	0.72	4.15	3.41	2.73	8.07	10.35
O53_2100_ywnH	10.00	6.11	16.94	8.15	9.23	13.87	31.63	35.81	22.23	25.75	26.00	15.09	18.75	7.74	19.07	16.43	26.41	19.69	6.98	14.47	5.73	5.10	6.45	6.60	2.27	4.26	5.03	7.97	5.72	8.52	4.26	3.42	4.66	7.67	13.98	15.60
O53_3444_O53_3444	136.34	134.35	103.13	102.64	131.35	132.78	272.80	250.74	266.26	243.59	270.56	266.68	173.45	76.92	150.86	204.62	164.27	122.46	138.76	98.84	114.51	126.91	146.60	142.25	185.15	187.20	120.18	149.53	211.33	164.32	110.92	118.20	133.38	130.00	282.93	296.25
O53_3089_O53_3089	381.48	446.75	437.54	496.95	388.33	409.95	187.27	183.83	125.56	161.54	103.35	111.98	269.01	113.03	209.83	382.69	336.63	328.29	187.61	223.80	193.78	170.20	274.81	243.97	345.69	336.91	288.51	238.83	412.93	369.64	371.58	331.48	302.21	354.04	332.36	310.70
O53_4625_O53_4625	4.80	4.05	3.38	2.01	5.34	4.96	9.14	7.37	11.34	9.40	12.60	15.46	9.00	6.76	8.87	15.88	21.99	16.85	4.14	2.49	4.66	5.19	8.81	7.89	5.62	5.13	1.58	2.82	7.75	4.99	3.39	2.57	3.03	1.84	9.22	11.81
O53_2376_O53_2376	12.59	12.14	5.53	9.42	10.60	10.66	12.78	8.07	7.75	6.55	6.40	6.49	19.26	11.50	9.79	11.44	5.15	9.00	7.11	8.84	3.69	5.80	9.30	6.33	9.44	7.78	6.45	10.93	10.55	8.27	12.17	4.92	7.55	4.72	6.35	7.34
O53_2405_O53_2405	1.03	2.39	3.09	0.63	6.03	5.81	3.02	4.01	5.38	5.80	5.62	5.76	40.06	2.08	5.61	12.96	5.41	12.30	7.58	0.00	6.19	1.13	7.31	1.67	0.93	2.49	1.25	0.00	2.93	1.01	1.84	0.00	0.37	1.69	3.73	2.35
O53_5060_macB	28.43	38.73	47.65	43.18	60.13	60.82	97.07	111.25	81.05	70.67	117.62	110.92	90.29	40.77	53.32	135.95	101.95	111.45	36.68	53.51	46.66	41.70	47.31	46.13	45.99	43.81	37.71	34.13	52.63	52.73	45.92	48.01	48.55	40.39	67.80	55.57
O53_1529_O53_1529	2.80	0.00	0.00	0.00	0.00	8.76	3.86	2.03	3.74	0.00	0.00	3.04	6.15	2.67	11.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.18	5.28
O53_2212_O53_2212	33.66	33.93	28.44	28.17	52.24	30.73	48.67	32.90	23.32	27.96	38.66	42.26	43.00	57.51	66.25	53.42	44.91	22.24	14.40	12.33	19.63	15.19	32.42	25.78	35.85	36.94	31.82	35.28	58.37	29.42	69.71	25.12	36.03	45.48	32.20	41.72
O53_2631_comEB	163.62	151.21	156.36	175.94	163.47	227.28	495.86	587.82	605.71	598.07	507.66	487.27	89.06	42.16	65.63	203.87	347.53	383.65	69.24	39.90	72.71	65.91	85.00	96.97	64.20	55.35	69.71	107.78	59.47	59.30	27.29	31.78	55.61	79.25	291.04	334.61
O53_3368_yrdA	19.43	17.00	13.70	11.40	19.17	11.74	11.19	16.55	8.18	4.12	9.77	11.02	10.21	7.24	6.39	17.00	7.34	4.88	6.17	9.71	3.98	4.72	5.96	3.20	7.37	5.93	7.27	7.14	8.43	4.76	7.18	7.02	7.07	3.71	7.11	8.71
O53_4675_O53_4675	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_2347_O53_2347	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.78	0.00	0.00	0.00	0.00	0.00	0.73	0.62	0.00	0.00	0.72	0.22	0.29	0.00	0.00	0.11	0.33	0.00
O53_3415_O53_3415	11.13	11.58	9.37	9.16	16.43	16.22	32.03	26.20	27.66	25.68	29.26	32.14	24.68	11.11	18.39	29.92	26.92	14.96	16.39	11.71	12.60	16.98	10.89	13.39	14.10	12.48	13.69	16.01	20.55	15.17	10.02	9.90	10.04	8.39	24.38	22.63
O53_3862_O53_3862	0.00	2.51	0.00	0.00	1.41	6.03	5.15	3.23	7.59	31.20	11.27	8.91	3.09	10.84	10.49	23.00	5.60	0.00	0.00	0.00	0.00	0.00	0.00	1.22	3.53	0.00	0.00	0.00	7.57	3.58	0.00	0.00	6.24	1.27	18.75	6.74
O53_339_folE	35.81	48.57	18.56	32.50	26.39	25.74	42.44	36.55	32.81	28.07	16.03	16.55	12.10	6.57	4.71	6.64	5.67	6.79	21.52	3.67	11.38	16.14	42.53	19.50	16.29	13.10	11.79	16.47	23.01	10.01	13.88	24.54	13.14	15.41	13.46	21.16
O53_4664_O53_4664	7.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.48	8.99	0.00	0.00	11.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	28.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.97	0.00	0.00
