geneID	mT19_11-3-1-1	mT19_11-3-1-2	mT19_11-3-2-1	mT19_11-3-2-2	mT19_11-3-3-1	mT19_11-3-3-2	mT19_12-4-1-1	mT19_12-4-1-2	mT19_12-4-2-1	mT19_12-4-2-2	mT19_12-4-3-1	mT19_12-4-3-2	mT19_6-15-1-1	mT19_6-15-1-2	mT19_6-15-2-1	mT19_6-15-2-2	mT19_6-15-3-1	mT19_6-15-3-2	mT19_7-23-1-1	mT19_7-23-1-2	mT19_7-23-2-1	mT19_7-23-2-2	mT19_7-23-3-1	mT19_7-23-3-2	mT19_9-10-1-1	mT19_9-10-1-2	mT19_9-10-2-1	mT19_9-10-2-2	mT19_9-10-3-1	mT19_9-10-3-2	mT19_9-29-1-1	mT19_9-29-1-2	mT19_9-29-2-1	mT19_9-29-2-2	mT19_9-29-3-1	mT19_9-29-3-2
O53_3527_hoxH	82.74	100.36	103.71	102.41	159.42	179.48	389.23	412.31	381.60	371.02	562.65	522.87	104.16	48.13	84.04	151.21	706.47	448.08	77.10	67.54	103.73	122.77	150.65	254.47	105.50	101.27	101.26	125.94	241.26	245.71	83.90	105.87	195.44	206.90	631.72	723.77
O53_768_O53_768	85.09	83.20	66.53	69.19	85.25	80.78	104.18	98.43	71.17	69.66	69.11	75.14	99.76	103.20	105.41	72.03	65.75	67.54	56.77	55.16	52.25	63.46	63.26	66.03	89.42	92.07	61.52	59.25	77.81	73.09	76.90	66.62	85.48	83.45	54.62	65.11
O53_36_fbp	21.23	25.89	21.91	24.26	33.90	42.36	40.76	40.00	33.98	36.25	44.66	49.84	42.78	27.79	43.91	29.35	59.96	62.48	12.64	10.12	13.87	16.35	30.85	33.21	22.78	26.64	20.71	27.01	41.35	34.04	17.00	17.48	33.79	21.25	70.97	77.14
O53_4238_O53_4238	90.73	87.59	56.49	72.01	52.96	59.14	98.35	106.39	76.04	62.77	56.16	57.13	46.82	28.95	33.13	27.67	43.51	31.81	99.98	65.89	50.81	73.31	81.82	75.30	96.40	112.34	46.03	55.18	101.13	77.34	29.15	44.22	41.31	45.27	39.66	44.33
O53_2797_mutL	1.75	7.81	4.59	4.71	7.70	8.03	9.18	3.82	6.55	4.26	6.80	17.96	12.37	17.35	25.23	37.25	13.00	0.00	7.53	9.52	8.92	7.70	4.20	7.64	1.62	5.51	9.86	0.00	10.24	5.41	1.61	0.00	5.52	2.59	13.06	19.47
O53_951_O53_951	1.04	2.11	2.89	2.13	12.70	20.55	3.03	2.89	6.82	2.86	6.15	3.62	3.10	3.03	5.80	13.85	31.95	30.28	10.56	8.14	11.03	9.04	15.26	12.16	20.12	31.31	10.07	20.10	14.65	21.42	3.41	1.71	2.33	1.04	13.55	14.49
O53_5286_higA	4.55	4.35	4.24	2.87	2.99	3.80	15.53	10.02	4.69	2.81	3.17	3.37	6.85	9.18	12.63	3.23	2.48	2.56	7.62	1.88	6.07	5.75	10.79	10.12	11.51	12.08	7.58	9.05	13.76	7.11	3.78	2.09	1.62	4.37	5.06	5.00
O53_1620_O53_1620	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_2735_O53_2735	12.53	9.89	8.61	12.59	10.68	10.49	10.74	7.41	7.79	5.55	13.00	11.69	25.34	28.63	35.27	19.06	11.65	32.07	7.14	13.99	6.87	9.53	13.81	7.22	9.69	6.93	4.66	2.80	23.07	16.35	5.93	3.45	14.07	12.82	14.31	11.59
O53_2662_O53_2662	30.80	16.26	3.80	11.80	24.38	18.29	49.42	18.74	16.34	8.94	14.62	10.61	22.15	41.31	62.88	31.87	18.67	18.04	5.57	12.72	5.44	18.25	23.31	17.98	12.16	8.23	1.98	3.70	39.62	12.46	1.47	9.42	5.47	11.01	44.98	25.32
O53_1849_dnaE	15.41	15.82	14.41	12.88	18.94	21.08	22.37	17.72	17.22	9.92	17.16	18.74	51.76	25.39	51.03	57.90	32.67	12.29	24.20	29.37	17.34	18.44	21.02	19.99	30.72	29.86	33.00	29.63	34.39	24.10	37.15	32.97	42.50	34.27	69.74	67.40
O53_3407_cbiE	10.35	14.33	12.02	10.74	13.54	10.68	19.59	26.41	17.01	17.32	14.13	13.30	25.41	10.26	15.22	32.20	26.19	17.36	17.82	26.36	17.36	17.77	19.98	20.54	19.07	24.55	20.26	23.16	19.94	18.05	18.57	12.24	18.10	15.41	25.73	21.73
O53_1773_O53_1773	0.00	13.18	2.21	6.95	11.80	18.84	33.14	21.72	32.28	22.32	49.48	40.83	48.65	19.88	16.96	4.69	88.65	59.69	6.43	0.00	44.19	0.00	10.80	5.08	0.00	0.00	0.00	0.00	2.51	2.41	0.00	0.00	7.28	29.45	32.67	24.44
O53_3045_O53_3045	0.00	0.00	0.00	0.00	0.00	0.00	8.89	0.00	0.00	0.00	0.00	3.59	24.78	11.36	4.90	38.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	19.89	0.00	4.88	0.00
O53_5196_O53_5196	74.20	70.16	64.14	52.52	98.09	90.76	274.51	220.54	148.96	185.51	259.75	308.03	117.00	95.22	106.89	125.06	261.38	362.85	152.80	113.37	75.30	129.35	144.02	138.13	128.28	119.56	95.95	139.78	291.96	163.40	106.41	128.76	81.48	96.66	137.81	189.26
O53_274_hypB-1	40.56	53.93	30.24	32.66	36.54	38.20	70.86	58.97	43.53	25.61	32.20	31.63	37.09	17.29	23.56	14.37	27.13	36.19	13.32	17.04	21.50	17.18	27.32	29.27	26.39	25.53	26.48	27.87	46.06	43.17	33.96	32.20	20.82	19.00	20.52	19.30
O53_2468_O53_2468	1.01	2.46	0.00	0.00	0.00	0.00	2.13	0.00	0.00	0.00	0.00	0.00	0.78	1.43	1.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.18	0.90	0.00	0.00	0.00	0.00	0.00	0.53	0.00	0.00	0.00
O53_5130_O53_5130	6.91	8.98	12.26	17.19	6.74	11.53	21.83	16.33	3.44	3.07	1.59	1.74	15.72	11.20	8.46	22.34	14.63	21.92	28.59	24.83	17.15	15.27	26.33	12.39	31.42	24.89	14.39	10.58	21.96	18.77	28.13	27.65	34.35	33.52	24.44	22.91
O53_4204_trpB	117.82	108.77	109.72	101.65	135.18	147.48	159.51	160.44	94.80	90.95	115.27	108.06	206.86	144.11	179.90	199.65	176.65	197.08	98.09	101.96	122.36	127.77	132.34	104.85	126.70	116.95	137.75	136.93	146.94	121.57	133.20	101.27	135.58	137.01	190.85	199.35
O53_4454_O53_4454	55.30	69.03	62.88	75.74	83.21	48.14	91.13	83.21	13.36	24.02	7.10	8.21	8.89	8.43	6.35	10.30	24.27	2.57	8.09	0.00	1.78	10.45	9.23	8.20	21.97	16.57	36.49	25.00	22.99	14.58	15.17	24.29	17.79	15.64	6.87	19.02
O53_1890_O53_1890	8.91	7.22	6.17	7.75	12.00	7.30	13.70	10.96	12.21	10.67	17.87	19.91	14.63	12.33	14.34	11.64	13.74	11.15	3.94	12.11	7.25	8.18	7.50	9.17	11.47	8.92	8.84	6.97	19.11	13.41	5.16	2.19	8.69	5.75	9.77	18.41
O53_674_ddpA	7.50	8.42	7.76	6.27	9.64	9.43	6.89	4.66	5.63	8.24	9.18	10.87	11.04	14.49	14.82	7.86	5.10	8.20	5.50	5.65	4.61	4.35	4.72	3.86	4.69	3.26	3.62	2.87	3.02	2.79	2.49	1.95	2.18	1.96	3.78	5.76
O53_3397_O53_3397	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_3230_O53_3230	0.00	0.00	0.00	0.48	0.00	0.13	0.00	0.00	0.00	0.58	0.19	0.00	0.89	4.29	5.92	0.52	1.42	0.00	1.91	0.00	0.44	1.28	0.01	0.54	0.15	0.08	0.00	0.01	0.04	1.14	0.01	0.04	0.16	0.00	1.72	3.14
O53_2605_O53_2605	11.68	9.37	12.11	15.01	11.16	14.16	51.54	21.06	23.49	11.98	30.48	35.22	12.45	11.74	23.03	6.14	1.44	17.89	2.01	0.00	4.51	6.95	8.73	9.57	7.67	12.05	7.87	19.82	10.19	10.26	7.69	1.65	6.54	4.61	10.66	19.43
O53_1011_O53_1011	0.00	0.40	0.37	0.00	0.14	0.97	1.21	1.59	2.03	0.00	2.08	2.12	5.61	11.13	13.01	0.75	0.00	0.00	3.23	0.00	3.47	1.17	4.20	1.95	3.02	3.81	4.39	4.33	7.56	4.99	4.47	3.06	2.82	3.64	5.25	2.74
O53_4282_rbpG	183.83	174.43	145.01	161.28	202.85	142.97	569.97	484.65	148.59	158.96	147.16	160.45	194.91	252.73	373.62	108.33	67.91	88.29	259.20	153.22	157.75	226.25	262.61	267.24	243.36	233.27	207.37	256.33	201.12	147.92	240.21	231.12	149.12	163.89	165.20	203.11
O53_185_O53_185	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_2073_prc-2	201.41	240.09	146.08	123.75	185.87	198.36	141.73	157.01	124.27	96.99	147.68	216.30	184.54	115.96	110.42	174.54	133.20	239.43	61.48	70.06	64.68	71.79	173.83	79.36	200.25	194.12	106.62	90.52	268.99	170.79	206.57	154.24	171.80	214.94	97.90	121.18
O53_833_dppB	20.99	24.19	14.79	12.22	16.98	19.60	11.69	12.97	11.21	10.10	10.20	9.02	18.96	24.85	26.07	17.23	13.48	5.12	10.57	12.06	8.25	9.58	11.65	10.01	12.48	11.28	12.75	13.03	11.80	9.72	13.67	8.27	12.40	7.45	12.56	11.44
O53_2620_uppS	8.21	13.56	13.48	6.71	10.49	8.62	27.32	26.05	18.83	19.49	17.50	14.39	9.43	16.50	17.36	13.29	9.90	3.74	9.45	7.91	3.66	4.57	7.42	10.26	12.69	12.38	9.44	11.27	8.68	8.37	6.19	4.77	6.12	4.71	6.95	10.59
O53_1436_O53_1436	1.10	0.00	2.39	0.00	1.77	0.00	1.38	0.95	1.56	0.00	1.59	6.20	0.00	3.07	1.28	2.23	0.00	2.28	0.00	0.00	0.00	0.00	0.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.12	2.65
O53_1067_O53_1067	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.23	0.00	4.04	0.00	0.00	0.00	0.00	4.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_3521_O53_3521	19.84	17.76	12.33	12.05	16.25	15.00	4.75	7.68	6.03	7.05	5.26	7.43	14.94	37.63	30.10	8.08	8.71	21.31	18.37	8.70	11.99	17.61	20.32	6.31	18.88	19.98	16.15	12.32	24.43	25.26	18.69	17.78	18.83	9.40	8.45	9.15
O53_742_O53_742	0.00	0.00	19.93	0.00	0.00	0.00	10.36	0.00	0.00	0.00	9.90	1.63	0.00	0.00	0.00	9.38	10.81	20.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.10	0.00	4.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.76
O53_1659_O53_1659	1.53	1.48	1.93	0.89	2.19	3.52	6.08	6.06	6.53	7.10	3.98	4.91	9.17	4.53	9.64	16.81	19.12	1.48	8.76	0.00	15.48	20.87	8.29	20.71	13.50	15.47	11.74	14.80	14.90	18.11	4.36	3.19	11.41	9.74	18.15	20.24
O53_3257_ndhH	409.70	385.33	435.69	453.09	363.41	395.08	222.14	251.87	308.63	268.29	307.92	273.73	900.50	409.36	377.96	847.42	607.25	706.74	651.25	736.95	659.35	602.38	607.46	464.55	665.99	595.33	556.56	469.20	554.28	644.01	574.51	548.33	576.28	587.11	661.03	621.86
O53_1803_O53_1803	3.23	2.70	1.53	2.59	1.36	1.40	6.26	6.91	3.03	0.77	0.78	1.59	2.39	2.24	5.35	0.95	0.00	0.00	1.31	0.00	0.00	0.00	0.53	0.41	0.69	1.49	2.10	2.27	1.37	0.00	0.28	0.00	0.00	0.71	0.84	0.00
O53_3564_O53_3564	0.83	0.43	0.39	0.39	0.46	3.64	2.19	0.65	0.59	1.27	0.42	1.75	4.26	6.74	7.60	7.06	3.19	1.35	1.15	2.07	1.00	4.67	0.14	0.69	0.95	1.63	1.56	0.00	0.00	1.12	0.76	0.00	4.12	0.70	0.57	1.65
O53_425_O53_425	2.50	2.74	0.84	0.63	3.51	1.67	10.05	7.72	8.71	5.54	7.19	7.35	5.85	4.36	4.77	3.30	1.84	2.39	1.02	2.60	0.00	2.02	3.50	3.81	1.54	3.31	0.84	2.06	2.23	1.80	0.93	2.22	1.51	2.70	5.05	7.03
O53_5304_O53_5304	20.71	26.85	25.43	20.45	41.30	44.62	47.97	49.57	53.88	47.91	59.70	63.51	20.33	18.24	34.55	42.49	74.14	89.25	12.20	10.48	17.52	16.95	21.55	20.86	19.53	15.45	20.65	20.51	30.30	22.19	13.20	11.74	20.60	18.91	55.72	48.66
O53_1916_O53_1916	25.16	24.07	22.91	25.75	39.55	29.23	61.06	65.54	57.54	55.26	91.20	90.50	66.82	77.78	80.64	36.97	29.13	76.72	66.09	32.74	48.50	35.66	83.28	67.62	57.35	53.14	44.19	30.69	73.91	40.60	22.29	32.01	27.77	31.99	35.09	44.73
O53_3815_O53_3815	33.99	53.24	149.68	57.65	143.15	102.69	124.41	115.03	59.47	99.51	164.17	90.88	105.20	194.61	392.49	171.49	135.72	176.43	131.67	140.55	173.63	91.56	103.65	69.13	95.47	22.75	104.95	110.71	91.87	80.82	82.36	76.30	165.81	48.71	129.62	146.25
O53_1339_O53_1339	16.49	12.99	14.97	15.66	16.53	22.50	71.67	57.41	98.15	89.27	60.53	58.50	14.85	8.53	17.78	19.63	10.67	7.26	10.80	26.61	27.04	22.00	22.98	22.89	17.58	15.94	20.16	19.62	24.29	23.59	16.75	9.24	8.85	21.12	10.08	8.52
O53_435_capP	36.90	40.63	38.43	38.00	47.97	49.01	77.20	64.80	35.28	35.40	42.62	52.55	51.97	42.75	53.00	43.36	54.46	68.11	16.01	25.73	18.30	17.64	42.26	24.92	32.87	34.03	30.36	22.51	46.66	34.82	36.94	28.65	39.67	35.68	52.97	42.94
O53_2147_cfrBIM	4.11	4.43	5.08	3.39	4.89	2.53	3.97	4.06	3.99	2.61	4.24	6.42	3.98	2.40	5.93	3.82	0.86	5.21	2.35	2.40	1.61	1.62	3.38	2.90	1.73	3.03	1.52	1.40	3.85	2.47	2.31	2.46	1.67	1.79	1.81	2.21
O53_869_O53_869	0.00	0.00	0.00	0.00	1.07	3.44	0.00	0.00	9.97	1.56	9.96	8.75	2.31	4.95	3.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.93	0.00	0.00	1.74	1.63	0.00	1.83	0.00	0.00	0.00	0.00	3.61	0.00
O53_722_O53_722	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_4582_O53_4582	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_4691_miaE	27.14	29.79	23.78	20.16	27.16	27.24	34.92	31.40	20.69	28.41	25.32	29.14	40.60	45.25	53.63	29.61	15.60	32.62	31.78	19.89	19.60	24.51	23.08	25.23	42.51	42.79	30.03	26.58	26.85	26.08	29.47	27.02	20.22	28.94	24.09	29.16
O53_1490_O53_1490	3.61	1.69	4.51	2.69	6.54	7.68	14.33	9.03	8.57	6.65	16.07	19.75	44.69	46.81	22.12	9.53	13.94	13.13	11.04	17.89	4.48	15.34	8.77	7.21	11.92	12.56	4.23	3.89	15.26	11.54	0.00	2.77	3.59	1.96	4.97	4.93
O53_2968_O53_2968	13.73	12.82	4.49	4.50	8.13	7.41	5.36	5.05	5.65	4.57	2.16	4.78	11.60	12.42	6.48	2.61	0.31	2.04	6.64	4.72	0.80	1.09	6.09	3.80	10.21	9.38	6.22	4.52	11.80	5.62	5.63	1.32	1.23	2.14	3.34	7.63
O53_569_tyrS	56.05	53.55	72.21	61.28	87.31	90.71	163.47	150.40	118.30	119.85	136.98	141.07	123.46	71.03	97.24	140.50	61.20	66.33	98.59	96.75	76.05	70.30	86.67	84.73	112.84	120.91	79.37	86.20	66.71	65.84	67.67	67.87	60.86	55.48	94.89	93.86
O53_4662_O53_4662	14.95	13.96	13.24	12.34	14.13	13.76	48.23	36.03	27.88	20.69	24.66	28.87	20.21	19.07	21.68	25.26	20.40	11.41	18.51	6.56	13.57	15.65	14.98	13.79	16.76	17.54	7.77	16.83	19.22	17.54	11.11	10.65	12.31	10.72	15.23	13.97
O53_696_O53_696	30.07	16.95	0.00	0.00	0.00	19.70	12.35	38.69	77.88	29.16	25.53	10.08	6.96	46.35	86.89	19.41	5.94	0.00	0.00	0.00	8.06	0.00	17.09	15.87	0.00	0.00	15.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13.35	26.90
O53_2054_O53_2054	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_3453_yefM	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_2237_O53_2237	44.05	42.35	43.41	44.40	32.76	36.28	37.16	32.39	23.40	17.15	15.28	15.54	35.06	12.10	13.23	24.15	10.38	17.89	21.76	21.33	14.13	17.84	16.63	17.39	30.10	35.99	27.57	28.12	29.65	25.40	24.59	34.10	17.96	13.93	16.61	18.08
O53_2349_O53_2349	22.80	21.28	18.52	17.94	24.11	24.40	30.85	25.21	27.06	21.11	25.95	21.64	40.94	18.37	28.57	26.77	20.01	20.53	33.57	30.32	25.54	24.87	26.64	28.05	29.29	31.03	20.74	27.37	34.20	21.84	15.96	13.85	18.43	15.90	18.74	24.34
O53_3322_cbiX	118.24	134.42	83.19	87.91	81.98	81.12	72.65	65.40	66.09	75.09	63.72	56.84	33.79	32.67	35.55	40.22	28.23	39.57	13.95	9.20	15.00	14.95	24.64	14.93	31.15	27.77	41.22	30.42	34.20	24.37	45.13	35.82	30.29	25.21	26.26	25.97
O53_2166_O53_2166	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_4263_O53_4263	2.26	2.19	5.79	8.34	10.61	23.36	5.81	6.25	8.55	2.53	10.84	9.27	40.70	24.93	27.23	45.25	101.20	123.64	4.82	10.85	5.94	5.31	12.36	6.24	4.37	2.15	3.94	1.91	15.27	10.41	0.21	0.87	12.57	4.18	52.15	43.47
O53_140_hsdS-2	0.06	0.18	0.00	0.00	0.40	0.15	0.00	0.28	0.42	0.18	0.32	0.58	0.89	0.62	1.09	0.00	0.00	1.19	0.44	0.00	0.25	0.40	0.00	0.36	0.00	0.00	0.00	0.00	0.00	0.18	0.08	0.00	0.00	0.06	0.00	0.00
O53_4070_O53_4070	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_2709_O53_2709	26.36	61.26	66.01	105.52	58.87	66.80	44.59	50.51	17.32	22.38	16.86	18.43	67.11	39.43	39.71	44.57	15.11	57.00	29.58	51.77	24.36	10.03	23.55	13.76	57.33	30.87	16.51	9.84	13.61	15.91	25.11	31.08	14.31	18.60	32.34	21.40
O53_3660_moxR	0.84	0.73	0.00	0.20	0.47	0.89	0.27	0.00	0.60	0.11	0.60	0.43	1.34	1.96	1.79	0.59	1.28	0.18	0.39	0.00	0.22	0.24	1.41	0.86	1.74	2.07	0.67	0.27	1.60	0.87	0.00	0.73	1.31	0.92	0.37	0.26
O53_3961_O53_3961	0.66	0.54	0.00	0.00	0.59	0.33	0.00	0.87	0.94	0.20	0.70	1.07	1.97	2.65	3.07	0.61	1.65	1.93	0.00	0.00	0.68	0.74	0.00	0.40	0.00	0.00	0.00	0.00	0.00	0.27	0.00	0.00	0.45	0.00	0.96	0.84
O53_4776_futB	10.00	12.27	11.55	13.12	12.88	17.75	17.58	14.84	11.12	10.57	10.16	11.75	21.58	14.38	17.10	17.86	13.90	16.54	17.17	13.44	10.66	11.06	15.67	13.41	22.21	23.06	14.82	17.27	17.09	17.69	11.37	9.82	9.84	8.12	12.29	11.67
O53_1494_O53_1494	2.65	3.08	2.62	3.67	4.72	6.27	7.14	6.20	8.98	2.98	10.82	11.53	20.96	17.04	20.68	12.09	10.66	13.70	2.63	3.21	1.12	2.18	2.22	1.44	0.57	0.80	1.04	1.74	1.33	1.91	0.06	0.00	2.14	0.46	5.85	5.84
O53_507_O53_507	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_3094_O53_3094	49.87	49.09	86.77	116.72	123.95	82.24	8.85	6.99	6.55	6.11	9.89	11.32	180.99	109.92	83.56	101.72	160.68	280.58	52.72	76.46	53.88	46.14	82.66	23.21	86.76	70.25	59.28	33.06	109.11	89.06	63.33	76.87	94.90	65.85	135.83	129.56
O53_4154_O53_4154	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_4701_O53_4701	25.68	32.89	24.52	26.12	28.91	24.83	85.03	77.84	43.26	35.93	70.90	61.05	32.38	31.93	50.87	21.94	31.61	12.98	18.82	14.56	10.49	12.75	14.48	14.55	31.98	30.66	16.34	22.37	31.56	18.62	25.03	31.18	20.41	15.55	39.99	30.24
O53_2660_O53_2660	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_428_argC	101.62	108.48	102.97	112.17	112.07	113.41	131.49	128.66	82.34	91.80	87.47	84.97	60.99	25.89	36.55	63.93	68.04	180.72	27.50	35.24	47.70	39.72	66.18	32.90	61.29	47.69	50.77	41.02	88.32	73.02	83.70	67.47	106.98	86.90	75.62	76.04
O53_3041_O53_3041	41.89	35.14	37.70	36.22	39.44	36.07	69.41	75.97	55.14	57.79	67.59	62.07	39.50	26.44	39.74	51.64	50.45	52.34	36.11	33.12	24.20	31.46	34.80	40.78	37.37	37.26	27.19	38.01	41.11	42.97	36.24	41.99	35.60	33.00	43.27	41.35
O53_4608_rpsU	104.87	33.16	34.54	62.71	0.00	51.01	39.60	82.53	67.51	57.11	0.00	0.00	35.94	137.12	101.99	24.41	29.87	24.61	0.00	0.00	72.90	0.00	66.38	51.31	106.59	34.45	196.25	124.23	101.24	262.39	125.87	108.50	17.00	54.40	0.00	34.18
O53_1587_O53_1587	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_89_O53_89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_1248_O53_1248	43.94	0.00	0.00	0.00	72.86	0.00	0.00	0.00	0.00	0.00	83.15	21.24	0.00	210.29	52.35	47.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_2106_O53_2106	3.98	4.30	1.17	0.73	4.28	3.55	1.67	1.23	1.68	0.77	0.95	1.46	1.33	1.37	2.41	0.00	0.00	0.71	1.31	0.00	1.45	0.28	2.34	1.09	2.37	3.57	2.53	2.66	5.06	3.31	1.24	0.70	0.49	0.80	0.73	2.60
O53_329_O53_329	0.00	0.00	0.00	0.48	0.00	0.13	0.00	0.00	0.00	0.58	0.19	0.00	0.89	4.29	5.92	0.52	1.42	0.00	1.91	0.00	0.44	1.28	0.01	0.54	0.15	0.08	0.00	0.01	0.04	1.14	0.01	0.04	0.16	0.00	1.72	3.14
O53_3718_O53_3718	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_3129_rpsP	3125.57	2861.89	2906.42	2254.74	3911.08	2788.31	2939.30	2176.63	2663.04	3724.40	3595.28	3749.70	2209.03	3945.92	7234.89	2005.15	1161.26	1533.36	1405.46	1083.01	1348.93	1971.16	1073.74	861.44	1821.78	1693.40	1567.36	1623.33	1715.84	971.59	1476.99	1545.22	2008.51	1906.85	1898.15	2111.66
O53_2124_O53_2124	61.24	17.16	26.27	81.81	17.56	0.00	48.38	0.00	0.00	59.11	25.84	80.17	27.72	14.81	12.86	36.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13.54	0.00	0.00	0.00	0.00	0.00	30.78
O53_3016_O53_3016	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O53_1054_O53_1054	26.87	26.50	19.95	18.06	17.46	18.77	25.91	17.10	7.67	7.76	4.49	7.03	16.31	12.40	10.11	5.78	3.54	11.43	16.45	8.64	9.61	10.98	14.51	8.88	24.04	28.63	14.22	18.75	30.52	19.58	19.54	23.07	11.58	13.53	3.69	8.19
