geneID	Acir.mT19_11-3-1-1	Acir.mT19_11-3-1-2	Acir.mT19_11-3-2-1	Acir.mT19_11-3-2-2	Acir.mT19_11-3-3-1	Acir.mT19_11-3-3-2	Acir.mT19_12-4-1-1	Acir.mT19_12-4-1-2	Acir.mT19_12-4-2-1	Acir.mT19_12-4-2-2	Acir.mT19_12-4-3-1	Acir.mT19_12-4-3-2	Acir.mT19_6-15-1-1	Acir.mT19_6-15-1-2	Acir.mT19_6-15-2-1	Acir.mT19_6-15-2-2	Acir.mT19_6-15-3-1	Acir.mT19_6-15-3-2	Acir.mT19_7-23-1-1	Acir.mT19_7-23-1-2	Acir.mT19_7-23-2-1	Acir.mT19_7-23-2-2	Acir.mT19_7-23-3-1	Acir.mT19_7-23-3-2	Acir.mT19_9-10-1-1	Acir.mT19_9-10-1-2	Acir.mT19_9-10-2-1	Acir.mT19_9-10-2-2	Acir.mT19_9-10-3-1	Acir.mT19_9-10-3-2	Acir.mT19_9-29-1-1	Acir.mT19_9-29-1-2	Acir.mT19_9-29-2-1	Acir.mT19_9-29-2-2	Acir.mT19_9-29-3-1	Acir.mT19_9-29-3-2
ACIR310F_RS22430_ACIR310F_RS22430	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS23880_ACIR310F_RS23880	0.00	0.00	0.00	0.00	6.59	6.35	0.00	0.00	9.13	0.00	13.88	15.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.38	7.17	5.22	0.00	16.60	17.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0116710_ACIR310F_RS0116710	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.37	3.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0108390_ACIR310F_RS0108390	218.28	197.95	148.01	38.82	51.63	110.53	0.00	0.00	63.50	35.07	76.24	89.04	194.39	0.00	0.00	0.00	0.00	124.38	47.56	0.00	19.97	24.97	4.54	35.57	144.35	75.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS22455_ACIR310F_RS22455	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0103870_ACIR310F_RS0103870	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0111890_ACIR310F_RS0111890	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.69	0.00	0.00	0.00	0.00	73.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS21350_ACIR310F_RS21350	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0120060_ACIR310F_RS0120060	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0100495_ACIR310F_RS0100495	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0100155_ACIR310F_RS0100155	0.00	0.00	0.00	0.00	11.74	0.00	0.00	0.00	0.00	2.82	2.06	2.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.83	0.85	0.00	0.00	0.00	10.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0112815_ACIR310F_RS0112815	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0107850_ACIR310F_RS0107850	0.00	0.00	0.00	0.00	0.00	33.54	0.00	0.00	7.25	11.31	16.50	25.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.73	15.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0103525_ACIR310F_RS0103525	0.00	0.00	0.00	0.00	0.00	49.81	0.00	0.00	15.50	64.69	40.87	33.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	65.79	130.25	0.00	0.00	0.00	176.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0114500_ACIR310F_RS0114500	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0102560_ACIR310F_RS0102560	0.00	0.00	0.00	0.00	0.00	4.96	0.00	0.00	0.00	0.00	3.05	6.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.72	10.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0110170_cobA	0.00	0.00	0.00	0.00	20.25	38.84	0.00	559.53	35.21	29.37	37.18	22.12	0.00	0.00	0.00	1596.87	0.00	11.88	0.00	0.00	36.60	13.17	0.00	0.00	51.20	107.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0116790_ACIR310F_RS0116790	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0119560_ACIR310F_RS0119560	0.00	0.00	192.01	0.00	157.31	110.33	0.00	0.00	202.80	200.39	175.08	150.11	126.78	0.00	13.03	0.00	0.00	70.98	183.90	0.00	158.04	195.10	106.00	92.04	207.96	257.37	743.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0100095_ACIR310F_RS0100095	300.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.76	4.18	2.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.63	0.00	0.00	0.00	63.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0104975_ACIR310F_RS0104975	0.00	0.00	0.00	0.00	30.38	19.42	0.00	0.00	28.17	110.16	100.92	85.70	0.00	0.00	0.00	0.00	0.00	23.76	0.00	0.00	28.28	37.30	47.56	123.76	102.39	160.74	0.00	804.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0103890_polA	0.00	0.00	0.00	0.00	9.96	2.56	0.00	0.00	9.64	2.86	13.63	11.06	0.00	0.00	0.00	0.00	0.00	21.66	0.00	0.00	6.28	13.01	9.48	0.00	30.05	63.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS25540_ACIR310F_RS25540	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1406.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0116465_ACIR310F_RS0116465	0.00	0.00	0.00	45.14	33.64	77.59	0.00	0.00	28.01	4.86	35.35	66.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.66	11.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0102715_sufC	0.00	0.00	0.00	317.68	85.78	12.19	0.00	0.00	33.13	34.54	102.52	122.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.24	12.40	0.00	0.00	96.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0111535_ACIR310F_RS0111535	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0107530_ACIR310F_RS0107530	0.00	0.00	0.00	0.00	65.88	60.38	0.00	0.00	104.33	101.74	102.71	122.14	0.00	13.03	0.00	0.00	0.00	45.05	38.81	303.38	151.76	159.59	148.66	145.38	177.84	124.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0102705_ACIR310F_RS0102705	194.82	880.40	561.77	415.22	308.38	336.21	332.61	581.67	687.42	752.29	839.11	836.53	696.28	0.00	0.00	0.00	461.46	141.22	338.71	0.00	366.15	389.83	356.93	269.68	103.61	217.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS23645_ACIR310F_RS23645	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0106845_egtD	0.00	241.85	91.09	0.00	35.52	18.20	0.00	0.00	9.86	5.13	13.06	27.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.51	9.25	0.00	152.86	35.85	18.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0111020_ACIR310F_RS0111020	311.22	279.98	211.32	0.00	90.79	105.65	0.00	0.00	103.18	53.75	80.16	110.83	139.65	0.00	0.00	0.00	0.00	97.48	0.00	1048.40	106.01	186.20	12.96	101.25	229.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0117520_folK	0.00	0.00	0.00	0.00	35.61	90.60	280.27	0.00	74.69	78.16	186.09	186.56	0.00	0.00	0.00	0.00	0.00	81.31	0.00	0.00	57.97	15.36	27.53	0.00	90.44	94.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0113545_ACIR310F_RS0113545	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS26855_ACIR310F_RS26855	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0106200_ACIR310F_RS0106200	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0114745_ACIR310F_RS0114745	0.00	0.00	0.00	0.00	0.00	12.16	0.00	0.00	13.40	0.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0106335_ACIR310F_RS0106335	0.00	0.00	0.00	0.00	33.39	38.51	0.00	0.00	23.16	9.65	63.16	58.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	31.95	14.50	42.06	0.00	0.00	35.29	0.00	357.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0119430_rplC	483.05	0.00	2216.51	1110.32	1420.10	1136.83	0.00	0.00	1007.49	920.48	777.71	1135.29	436.35	0.00	21.56	0.00	0.00	509.87	936.43	0.00	471.42	689.89	764.56	274.59	1830.65	2188.18	839.91	4063.67	0.00	0.00	0.00	0.00	781.57	744.29	0.00	0.00
ACIR310F_RS0104540_ACIR310F_RS0104540	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	22.31	29.05	48.49	22.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	29.10	19.17	63.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0112715_ACIR310F_RS0112715	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	155.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0103150_ACIR310F_RS0103150	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.37	4.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.14	12.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0119235_ACIR310F_RS0119235	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS21610_ACIR310F_RS21610	0.00	0.00	0.00	0.00	5.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.72	1.19	17.29	16.91	13.82	57.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0119975_ACIR310F_RS0119975	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.52	0.00	1.92	1.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.84	3.17	0.00	0.00	9.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS25660_ACIR310F_RS25660	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS25590_ACIR310F_RS25590	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0117530_folB	0.00	0.00	0.00	0.00	36.91	69.61	0.00	0.00	78.47	82.85	200.79	95.50	620.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	47.04	0.00	0.00	321.38	0.00	295.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0120820_ACIR310F_RS0120820	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS21155_ACIR310F_RS21155	0.00	0.00	0.00	0.00	76.29	0.00	0.00	0.00	53.39	69.88	109.57	117.55	0.00	0.00	0.00	0.00	0.00	130.07	453.32	0.00	46.50	12.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0109545_pdhA	0.00	0.00	0.00	0.00	13.16	21.08	0.00	0.00	41.08	38.02	43.22	34.38	111.38	0.00	0.00	0.00	0.00	54.73	107.96	0.00	67.31	50.01	0.00	0.00	82.98	104.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0102700_ACIR310F_RS0102700	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0114015_ACIR310F_RS0114015	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0105155_ACIR310F_RS0105155	0.00	0.00	0.00	0.00	11.65	7.44	0.00	0.00	24.32	0.00	57.99	69.72	0.00	0.00	0.00	0.00	0.00	67.95	0.00	0.00	120.33	78.17	200.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0104925_psbF	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0115145_ACIR310F_RS0115145	0.00	0.00	0.00	0.00	0.00	42.96	0.00	0.00	24.13	0.00	26.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	81.75	0.00	0.00	398.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0113350_ACIR310F_RS0113350	0.00	0.00	0.00	0.00	0.00	37.84	0.00	0.00	10.36	21.65	11.65	4.01	0.00	0.00	0.00	573.26	0.00	0.00	0.00	0.00	14.55	9.62	23.06	44.92	0.00	39.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0104365_ACIR310F_RS0104365	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.00	8.87	31.97	23.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.00	50.19	19.04	37.13	30.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0101995_ACIR310F_RS0101995	360.54	323.73	0.00	383.22	114.99	91.92	0.00	0.00	246.48	187.51	191.06	99.52	0.00	0.00	32.81	0.00	0.00	123.91	0.00	0.00	105.55	174.49	135.14	117.25	314.79	354.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS23245_infA	0.00	0.00	0.00	0.00	243.63	445.23	0.00	0.00	369.74	399.76	62.76	55.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0119600_ACIR310F_RS0119600	254.37	0.00	0.00	0.00	67.29	86.21	108.48	0.00	163.38	58.33	120.20	123.95	0.00	0.00	11.78	0.00	0.00	31.97	0.00	0.00	35.52	78.89	52.96	20.70	118.81	266.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0114250_fmt	0.00	0.00	0.00	0.00	34.55	39.84	556.89	0.00	14.39	44.94	34.49	41.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	53.57	93.02	0.00	191.29	226.65	109.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS23280_ACIR310F_RS23280	1526.75	153.47	172.61	180.84	192.22	180.69	0.00	0.00	291.06	521.75	199.85	224.75	227.14	0.00	0.00	0.00	905.76	1231.26	479.63	0.00	536.12	499.55	1186.62	1823.71	315.29	354.02	149.43	724.13	0.00	0.00	0.00	0.00	578.20	0.00	0.00	0.00
ACIR310F_RS0107545_ACIR310F_RS0107545	0.00	0.00	0.00	0.00	0.00	19.73	0.00	0.00	21.62	11.30	85.07	62.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2864.42	40.45	10.04	72.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0116030_ACIR310F_RS0116030	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	37.94	80.62	0.00	26.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.62	0.00	0.00	0.00	137.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0116120_ACIR310F_RS0116120	228.89	103.77	135.81	40.70	54.15	79.21	0.00	0.00	95.76	62.75	136.18	121.71	50.97	0.00	0.00	0.00	0.00	101.42	0.00	0.00	112.67	109.32	95.30	149.21	75.71	103.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0109945_ACIR310F_RS0109945	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS22500_gvpN	1698.31	0.00	1317.29	2884.87	2828.66	3300.47	1034.85	0.00	2580.41	1343.18	1314.51	1521.18	325.75	17.47	45.01	257.07	1002.13	1342.34	473.83	903.19	919.89	710.40	3172.23	2803.94	1925.00	2185.89	213.06	688.05	0.00	0.00	0.00	0.00	0.00	1544.58	0.00	0.00
ACIR310F_RS0114270_minC	0.00	0.00	0.00	0.00	19.93	38.34	0.00	0.00	44.88	14.37	52.39	48.12	0.00	0.00	0.00	0.00	223.80	0.00	164.23	0.00	31.30	28.15	23.60	0.00	25.11	26.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0103425_ACIR310F_RS0103425	0.00	0.00	0.00	0.00	20.46	36.76	0.00	0.00	82.16	17.68	59.19	72.39	207.89	0.00	0.00	0.00	461.30	0.00	0.00	0.00	36.56	40.92	64.68	50.62	133.94	21.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0118950_ACIR310F_RS0118950	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.63	4.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.26	3.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0106065_ACIR310F_RS0106065	0.00	0.00	0.00	0.00	413.00	420.62	0.00	0.00	511.60	110.15	669.15	450.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	103.43	199.57	381.71	0.00	0.00	373.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS22425_ACIR310F_RS22425	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	82.50	0.00	0.00	79.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0110425_ACIR310F_RS0110425	0.00	0.00	0.00	0.00	150.89	193.00	755.79	0.00	190.10	239.18	185.57	170.17	159.52	0.00	0.00	0.00	0.00	88.74	0.00	1311.33	203.15	320.98	399.09	288.56	309.77	199.54	930.65	500.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0101915_ACIR310F_RS0101915	0.00	0.00	0.00	269.65	20.25	64.73	0.00	0.00	14.08	14.69	47.81	66.35	0.00	0.00	0.00	0.00	0.00	83.16	0.00	0.00	28.28	10.97	142.68	61.88	0.00	53.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0116315_ACIR310F_RS0116315	0.00	0.00	0.00	94.65	32.77	87.09	0.00	0.00	45.40	13.49	48.01	51.71	0.00	0.00	8.33	0.00	0.00	431.33	154.45	0.00	81.29	124.15	125.70	115.70	35.38	37.08	0.00	631.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0112850_ACIR310F_RS0112850	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.50	18.93	9.82	0.00	0.00	0.00	0.00	0.00	42.08	0.00	0.00	43.42	59.94	0.00	0.00	30.47	31.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0120105_ACIR310F_RS0120105	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS22070_ACIR310F_RS22070	0.00	0.00	0.00	1039.95	650.35	204.05	0.00	0.00	293.78	209.40	91.30	129.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	336.18	243.98	0.00	1455.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS25970_ACIR310F_RS25970	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
