geneID	Acir.mT19_11-3-1-1	Acir.mT19_11-3-1-2	Acir.mT19_11-3-2-1	Acir.mT19_11-3-2-2	Acir.mT19_11-3-3-1	Acir.mT19_11-3-3-2	Acir.mT19_12-4-1-1	Acir.mT19_12-4-1-2	Acir.mT19_12-4-2-1	Acir.mT19_12-4-2-2	Acir.mT19_12-4-3-1	Acir.mT19_12-4-3-2	Acir.mT19_6-15-1-1	Acir.mT19_6-15-1-2	Acir.mT19_6-15-2-1	Acir.mT19_6-15-2-2	Acir.mT19_6-15-3-1	Acir.mT19_6-15-3-2	Acir.mT19_7-23-1-1	Acir.mT19_7-23-1-2	Acir.mT19_7-23-2-1	Acir.mT19_7-23-2-2	Acir.mT19_7-23-3-1	Acir.mT19_7-23-3-2	Acir.mT19_9-10-1-1	Acir.mT19_9-10-1-2	Acir.mT19_9-10-2-1	Acir.mT19_9-10-2-2	Acir.mT19_9-10-3-1	Acir.mT19_9-10-3-2	Acir.mT19_9-29-1-1	Acir.mT19_9-29-1-2	Acir.mT19_9-29-2-1	Acir.mT19_9-29-2-2	Acir.mT19_9-29-3-1	Acir.mT19_9-29-3-2
ACIR310F_RS0108880_ACIR310F_RS0108880	0.00	0.00	140.28	0.00	66.00	140.56	0.00	0.00	91.85	135.75	103.82	86.93	0.00	0.00	0.00	0.00	0.00	64.33	0.00	0.00	169.71	214.43	103.18	201.31	194.75	203.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0107890_ACIR310F_RS0107890	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0112550_ACIR310F_RS0112550	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0106365_ACIR310F_RS0106365	0.00	0.00	0.00	0.00	29.44	0.00	0.00	0.00	20.54	0.00	23.11	47.76	0.00	0.00	0.00	0.00	0.00	33.98	0.00	0.00	4.81	12.73	0.00	0.00	0.00	39.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0114480_ACIR310F_RS0114480	0.00	0.00	0.00	0.00	21.57	0.00	0.00	0.00	0.00	10.39	9.44	1.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS25535_ACIR310F_RS25535	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0104200_ACIR310F_RS0104200	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	44.96	161.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS23555_ACIR310F_RS23555	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0105890_smc	57.97	0.00	0.00	0.00	7.60	12.70	0.00	0.00	8.40	12.00	11.21	5.07	128.81	0.00	0.00	0.00	0.00	9.20	63.25	377.43	48.70	54.62	41.02	51.98	15.29	64.12	102.60	41.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0114215_ACIR310F_RS0114215	0.00	0.00	0.00	0.00	7.49	4.80	482.30	0.00	5.20	5.42	15.74	22.62	0.00	0.00	0.00	0.00	0.00	70.98	0.00	0.00	41.98	26.01	58.89	0.00	18.91	158.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0102595_ACIR310F_RS0102595	0.00	0.00	0.00	0.00	0.00	22.17	0.00	0.00	24.16	0.00	12.13	6.30	0.00	0.00	0.00	0.00	0.00	13.50	0.00	0.00	0.00	10.02	18.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0102380_ACIR310F_RS0102380	952.36	0.00	161.53	338.31	356.70	193.33	0.00	0.00	369.01	380.30	503.25	544.80	340.31	0.00	0.00	810.42	0.00	330.23	0.00	0.00	227.56	293.72	111.03	139.59	379.78	583.66	670.54	406.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0103615_ACIR310F_RS0103615	0.00	0.00	0.00	0.00	347.83	106.07	0.00	0.00	130.47	140.65	0.00	120.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS23095_ACIR310F_RS23095	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0114760_thrC	233.48	210.70	118.84	0.00	160.43	102.82	0.00	0.00	192.56	236.08	248.07	220.80	417.84	0.00	0.00	0.00	0.00	301.08	608.16	0.00	236.32	182.26	262.50	133.03	357.85	374.88	205.12	496.83	0.00	455.42	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0116195_ACIR310F_RS0116195	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS26660_ACIR310F_RS26660	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.13	4.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0120260_ACIR310F_RS0120260	0.00	0.00	0.00	0.00	267.95	384.47	0.00	0.00	65.14	209.40	251.07	343.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	259.41	37.30	0.00	0.00	233.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0103950_ACIR310F_RS0103950	549.20	498.04	819.30	1093.91	923.75	791.67	281.61	165.15	643.15	1075.39	1171.54	990.58	1516.30	4.07	10.42	1998.29	1178.16	1790.75	813.74	712.68	2572.15	2422.29	1504.55	1432.13	1024.28	799.66	1552.00	862.04	0.00	0.00	0.00	0.00	0.00	356.13	0.00	0.00
ACIR310F_RS0103235_ACIR310F_RS0103235	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0115545_cysT	0.00	0.00	0.00	0.00	8.37	80.34	0.00	0.00	81.38	54.51	96.66	116.95	0.00	0.00	0.00	0.00	0.00	39.53	0.00	0.00	44.10	32.68	39.42	51.33	0.00	22.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0111470_cobM	0.00	0.00	0.00	0.00	0.00	51.57	0.00	0.00	24.90	90.82	35.26	41.67	151.53	0.00	0.00	0.00	0.00	10.55	0.00	0.00	11.79	62.16	98.35	0.00	158.38	47.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0112920_ACIR310F_RS0112920	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0110150_gltX	0.00	0.00	28.28	0.00	83.47	124.03	0.00	0.00	155.19	126.60	202.19	166.30	0.00	0.00	7.83	0.00	0.00	115.78	0.00	0.00	33.43	55.40	34.71	108.64	99.59	69.58	0.00	237.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0119220_ACIR310F_RS0119220	0.00	0.00	0.00	0.00	120.26	146.69	0.00	0.00	83.68	103.17	114.65	38.73	0.00	0.00	0.00	0.00	0.00	230.21	354.40	0.00	86.14	82.88	136.75	266.81	248.85	144.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0111405_ACIR310F_RS0111405	0.00	0.00	202.00	0.00	66.65	60.39	254.38	0.00	173.73	112.91	126.85	126.86	0.00	0.00	7.01	317.78	884.77	108.20	0.00	0.00	39.59	25.58	86.80	12.13	78.97	0.00	262.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0106650_ACIR310F_RS0106650	0.00	640.79	121.16	0.00	161.17	321.35	0.00	0.00	171.35	96.19	169.14	204.75	481.10	0.00	0.00	0.00	0.00	200.68	0.00	0.00	91.97	92.49	133.72	58.01	47.91	75.23	623.63	251.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0103325_ACIR310F_RS0103325	0.00	0.00	153.30	239.41	252.82	222.91	191.88	0.00	444.33	516.26	400.63	527.04	1221.02	0.00	0.00	0.00	0.00	210.42	0.00	0.00	331.54	271.02	281.84	659.60	274.22	414.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS22310_ACIR310F_RS22310	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0104555_ACIR310F_RS0104555	0.00	0.00	0.00	0.00	204.53	80.96	624.01	0.00	243.77	141.20	324.47	409.79	658.93	0.00	0.00	0.00	642.67	263.18	0.00	0.00	208.12	295.55	167.83	297.82	246.14	180.34	0.00	1549.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0103285_ACIR310F_RS0103285	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	21.73	0.00	0.00	24.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0114240_psaC	0.00	7947.80	0.00	11928.64	8325.50	6493.62	0.00	20250.02	5756.21	8185.18	6394.32	4936.65	10250.62	0.00	0.00	0.00	0.00	10909.28	17953.23	0.00	7635.11	4715.37	7015.32	6434.47	4906.55	5442.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0100450_ACIR310F_RS0100450	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0103120_miaB	0.00	0.00	0.00	0.00	4.71	30.19	0.00	0.00	32.60	33.91	80.44	77.96	0.00	0.00	0.00	0.00	0.00	11.26	426.96	0.00	35.02	27.62	37.16	29.08	59.28	74.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0102395_tgt	0.00	0.00	0.00	0.00	23.46	37.60	0.00	0.00	28.47	59.26	89.42	48.47	297.95	0.00	0.00	0.00	0.00	34.95	0.00	0.00	16.47	24.21	27.74	198.87	29.58	46.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	354.47	0.00	0.00
ACIR310F_RS0104630_ACIR310F_RS0104630	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0111035_ACIR310F_RS0111035	0.00	0.00	0.00	0.00	10.37	33.25	0.00	0.00	50.30	71.03	85.87	85.80	87.79	0.00	0.00	0.00	0.00	55.73	170.81	0.00	75.41	125.06	24.55	64.00	104.52	205.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0114790_yidC	659.82	794.33	447.74	507.61	1010.73	871.34	0.00	327.64	1212.23	691.61	847.29	1284.94	885.14	0.00	0.00	1167.17	1559.96	692.23	525.36	1267.32	604.39	672.60	567.80	734.07	1347.26	1365.43	1159.97	1092.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0108725_urtD	0.00	0.00	0.00	0.00	0.00	12.46	0.00	0.00	0.00	0.00	7.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.61	10.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0101450_ACIR310F_RS0101450	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0106270_ACIR310F_RS0106270	0.00	0.00	0.00	0.00	0.00	23.82	0.00	0.00	0.00	0.00	9.79	5.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS25035_ACIR310F_RS25035	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1119.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	542.66	0.00	0.00	0.00	3514.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0115475_ACIR310F_RS0115475	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	162.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0109290_ACIR310F_RS0109290	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0120930_ACIR310F_RS0120930	0.00	0.00	0.00	0.00	0.00	7.58	0.00	0.00	0.00	0.00	12.45	32.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.69	12.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0120945_ACIR310F_RS0120945	0.00	0.00	891.45	0.00	57.32	181.05	0.00	0.00	545.20	297.36	193.72	263.67	0.00	0.00	0.00	0.00	0.00	126.13	1105.83	0.00	225.73	276.53	87.13	760.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0103060_ACIR310F_RS0103060	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0114915_dapA	0.00	0.00	0.00	0.00	81.03	238.60	390.77	0.00	309.50	140.71	378.67	315.46	411.35	0.00	0.00	0.00	0.00	162.80	0.00	0.00	205.53	114.27	356.38	273.47	388.70	407.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0116525_arsS	0.00	0.00	0.00	0.00	0.00	18.27	0.00	0.00	9.90	5.15	1.87	3.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0111745_chlG	0.00	0.00	0.00	88.31	105.28	84.32	0.00	0.00	187.14	180.58	224.72	266.01	111.38	0.00	0.00	0.00	0.00	70.37	0.00	0.00	98.80	71.44	186.49	0.00	82.98	156.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0120425_efp	0.00	0.00	0.00	0.00	0.00	40.87	1521.04	0.00	33.61	58.57	71.33	43.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	41.88	45.04	0.00	48.44	0.00	42.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0102970_ACIR310F_RS0102970	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	440.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	227.55	228.08	190.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0119825_ACIR310F_RS0119825	0.00	0.00	0.00	0.00	0.00	128.21	0.00	0.00	90.17	73.28	33.84	89.40	0.00	0.00	0.00	0.00	0.00	16.60	0.00	0.00	65.75	55.89	0.00	0.00	145.63	114.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0106830_ACIR310F_RS0106830	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0113015_ACIR310F_RS0113015	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	45.50	15.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0112125_ACIR310F_RS0112125	0.00	0.00	0.00	310.38	216.32	30.46	0.00	0.00	118.16	70.86	93.93	133.91	405.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	50.49	15.50	36.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0110430_ACIR310F_RS0110430	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	215.99	0.00	118.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	77.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0102200_ACIR310F_RS0102200	0.00	0.00	0.00	0.00	12.82	114.51	0.00	0.00	17.86	18.65	63.79	24.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.09	59.94	233.71	32.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0104620_ACIR310F_RS0104620	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0106310_ACIR310F_RS0106310	287.61	0.00	195.26	0.00	53.33	39.03	245.20	0.00	42.31	66.11	30.01	48.09	0.00	0.00	0.00	0.00	0.00	18.04	0.00	0.00	121.79	183.53	119.77	0.00	0.00	60.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0115155_ACIR310F_RS0115155	0.00	0.00	0.00	0.00	0.00	93.03	0.00	0.00	88.02	123.00	163.87	212.39	0.00	0.00	0.00	0.00	0.00	212.80	0.00	0.00	57.72	45.09	0.00	125.22	0.00	0.00	0.00	0.00	4295.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0119215_ACIR310F_RS0119215	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0100765_galE	0.00	0.00	0.00	46.34	55.29	57.55	334.14	0.00	43.16	19.97	61.72	34.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	30.78	61.52	10.88	0.00	17.43	91.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0119555_ACIR310F_RS0119555	0.00	0.00	0.00	729.39	225.20	371.33	701.99	0.00	505.55	480.51	322.93	335.60	0.00	0.00	0.00	0.00	0.00	607.09	0.00	0.00	313.53	314.95	483.86	805.68	344.19	299.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0120370_ACIR310F_RS0120370	0.00	242.80	365.80	0.00	213.96	397.41	0.00	0.00	49.49	0.00	172.33	109.72	120.71	0.00	0.00	0.00	0.00	270.66	0.00	0.00	121.13	153.27	123.42	263.08	107.97	18.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0111025_ACIR310F_RS0111025	0.00	0.00	0.00	195.55	74.21	122.97	0.00	0.00	186.41	313.87	357.32	308.96	752.13	0.00	0.00	0.00	0.00	308.22	0.00	0.00	232.78	304.72	368.96	359.40	112.89	118.01	1919.49	386.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0103200_ACIR310F_RS0103200	0.00	0.00	0.00	152.28	0.00	14.52	0.00	0.00	7.85	49.01	50.59	56.16	0.00	0.00	0.00	0.00	0.00	27.00	0.00	0.00	47.69	76.26	35.71	52.37	14.27	89.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0120255_ACIR310F_RS0120255	0.00	0.00	0.00	0.00	0.00	9.06	0.00	0.00	14.73	5.11	20.44	29.16	119.75	0.00	0.00	0.00	0.00	25.18	0.00	0.00	42.00	55.29	0.00	108.76	53.55	93.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0120890_ACIR310F_RS0120890	0.00	0.00	0.00	0.00	7.68	0.00	370.92	0.00	0.00	38.90	6.05	10.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	46.85	36.69	36.24	47.19	0.00	60.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0102085_ACIR310F_RS0102085	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	38.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0105005_ACIR310F_RS0105005	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0104355_ACIR310F_RS0104355	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0102205_ACIR310F_RS0102205	0.00	0.00	0.00	0.00	95.47	183.03	0.00	0.00	368.98	207.82	258.68	280.62	0.00	0.00	0.00	0.00	0.00	236.05	0.00	0.00	278.69	229.81	116.16	64.76	26.82	112.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS26720_ACIR310F_RS26720	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0118135_rimI	0.00	0.00	110.29	0.00	279.29	144.38	549.98	0.00	305.04	510.68	310.21	309.77	589.29	0.00	0.00	0.00	0.00	279.35	0.00	0.00	233.11	192.10	162.03	105.12	132.97	370.47	559.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0114425_ACIR310F_RS0114425	0.00	0.00	0.00	0.00	10.78	48.37	87.12	0.00	44.81	11.66	38.24	38.62	0.00	0.00	0.00	0.00	845.63	83.60	0.00	0.00	5.34	15.22	0.00	33.24	27.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0120665_ACIR310F_RS0120665	0.00	0.00	0.00	0.00	88.28	79.22	0.00	0.00	61.21	93.44	143.85	178.31	298.93	0.00	0.00	0.00	0.00	35.06	532.17	0.00	34.99	113.79	55.67	90.69	59.35	77.72	0.00	1106.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0120520_hpnH	0.00	0.00	779.86	181.22	87.80	147.12	0.00	0.00	529.50	356.16	257.27	200.54	0.00	0.00	0.00	810.82	0.00	176.46	110.77	0.00	77.99	83.59	180.74	83.11	34.07	285.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACIR310F_RS0117365_lpxD	0.00	0.00	208.80	0.00	84.60	133.44	0.00	0.00	81.26	93.99	94.04	105.62	330.49	8.85	0.00	0.00	0.00	193.39	0.00	0.00	41.88	101.75	102.48	240.36	377.51	257.89	0.00	697.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
